,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets
94,LNT,ALLIANT ENERGY CORP,2019-06-30,10-K,2020-02-21,,,,149800000.0,790200000.0,,,,
93,LNT,ALLIANT ENERGY CORP,2019-03-31,10-K,2020-02-21,,,,176800000.0,987200000.0,,,,
89,LNT,ALLIANT ENERGY CORP,2018-12-31,10-K,2019-02-22,20900000.0,,522300000.0,121400000.0,873500000.0,3534500000.0,236063279.0,4585700000.0,15426000000.0
90,LNT,ALLIANT ENERGY CORP,2018-12-31,10-K,2020-02-21,20900000.0,,522300000.0,121400000.0,873500000.0,3534500000.0,236063279.0,4585700000.0,15426000000.0
91,LNT,ALLIANT ENERGY CORP,2018-12-31,10-K,2021-02-19,,,522000000.0,694000000.0,3534000000.0,3534000000.0,236063279.0,,15426000000.0
92,LNT,ALLIANT ENERGY CORP,2018-12-31,10-K,2022-02-18,,,,,,,236063279.0,,
87,LNT,ALLIANT ENERGY CORP,2018-09-30,10-K,2019-02-22,,,,256100000.0,928600000.0,,,,
88,LNT,ALLIANT ENERGY CORP,2018-09-30,10-K,2020-02-21,,,,256100000.0,928600000.0,,,,
85,LNT,ALLIANT ENERGY CORP,2018-06-30,10-K,2019-02-22,,,,151200000.0,816100000.0,,,,
86,LNT,ALLIANT ENERGY CORP,2018-06-30,10-K,2020-02-21,,,,151200000.0,816100000.0,,,,
83,LNT,ALLIANT ENERGY CORP,2018-03-31,10-K,2019-02-22,,,,165700000.0,916300000.0,,,,
84,LNT,ALLIANT ENERGY CORP,2018-03-31,10-K,2020-02-21,,,,165700000.0,916300000.0,,,,
79,LNT,ALLIANT ENERGY CORP,2017-12-31,10-K,2018-02-23,27900000.0,,467500000.0,129700000.0,856100000.0,,231348646.0,4182200000.0,14187800000.0
80,LNT,ALLIANT ENERGY CORP,2017-12-31,10-K,2019-02-22,27900000.0,,467500000.0,134000000.0,856100000.0,3382200000.0,231348646.0,4182200000.0,14187800000.0
81,LNT,ALLIANT ENERGY CORP,2017-12-31,10-K,2020-02-21,,,467500000.0,671200000.0,3382200000.0,3382200000.0,231348646.0,,14187800000.0
82,LNT,ALLIANT ENERGY CORP,2017-12-31,10-K,2021-02-19,,,,,,,231348646.0,,
77,LNT,ALLIANT ENERGY CORP,2017-09-30,10-K,2018-02-23,,,,231500000.0,906900000.0,,,,
78,LNT,ALLIANT ENERGY CORP,2017-09-30,10-K,2019-02-22,,,,236300000.0,906900000.0,,,,
75,LNT,ALLIANT ENERGY CORP,2017-06-30,10-K,2018-02-23,,,,149300000.0,765300000.0,,,,
76,LNT,ALLIANT ENERGY CORP,2017-06-30,10-K,2019-02-22,,,,153700000.0,765300000.0,,,,
73,LNT,ALLIANT ENERGY CORP,2017-03-31,10-K,2018-02-23,,,,142900000.0,853900000.0,,,,
74,LNT,ALLIANT ENERGY CORP,2017-03-31,10-K,2019-02-22,,,,147200000.0,853900000.0,,,,
69,LNT,ALLIANT ENERGY CORP,2016-12-31,10-K,2017-02-24,8200000.0,,381700000.0,99900000.0,797000000.0,,227673654.0,3862000000.0,13373800000.0
70,LNT,ALLIANT ENERGY CORP,2016-12-31,10-K,2018-02-23,8200000.0,,381700000.0,99900000.0,797000000.0,,227673654.0,3862000000.0,13373800000.0
71,LNT,ALLIANT ENERGY CORP,2016-12-31,10-K,2019-02-22,,,381700000.0,554100000.0,3320000000.0,3320000000.0,227673654.0,4062000000.0,13373800000.0
72,LNT,ALLIANT ENERGY CORP,2016-12-31,10-K,2020-02-21,,,,,,,227673654.0,,
67,LNT,ALLIANT ENERGY CORP,2016-09-30,10-K,2017-02-24,,,,162600000.0,924600000.0,,,,
68,LNT,ALLIANT ENERGY CORP,2016-09-30,10-K,2018-02-23,,,,162600000.0,924600000.0,,,,
65,LNT,ALLIANT ENERGY CORP,2016-06-30,10-K,2017-02-24,,,,128600000.0,754600000.0,,,,
66,LNT,ALLIANT ENERGY CORP,2016-06-30,10-K,2018-02-23,,,,128600000.0,754600000.0,,,,
63,LNT,ALLIANT ENERGY CORP,2016-03-31,10-K,2017-02-24,,,,145900000.0,843800000.0,,,,
64,LNT,ALLIANT ENERGY CORP,2016-03-31,10-K,2018-02-23,,,,145900000.0,843800000.0,,,,
59,LNT,ALLIANT ENERGY CORP,2015-12-31,10-K,2016-02-24,5800000.0,3870500000.0,388400000.0,79200000.0,740100000.0,,113459216.0,3724100000.0,12495200000.0
60,LNT,ALLIANT ENERGY CORP,2015-12-31,10-K,2017-02-24,5800000.0,,388400000.0,79200000.0,740100000.0,,226918432.0,3724100000.0,12495200000.0
61,LNT,ALLIANT ENERGY CORP,2015-12-31,10-K,2018-02-23,5800000.0,,388400000.0,577000000.0,3253600000.0,,226918432.0,3724100000.0,12495200000.0
62,LNT,ALLIANT ENERGY CORP,2015-12-31,10-K,2019-02-22,,,,,,,226918432.0,,
57,LNT,ALLIANT ENERGY CORP,2015-09-30,10-K,2016-02-24,,,,235900000.0,898900000.0,,,,
58,LNT,ALLIANT ENERGY CORP,2015-09-30,10-K,2017-02-24,,,,235900000.0,898900000.0,,,,
55,LNT,ALLIANT ENERGY CORP,2015-06-30,10-K,2016-02-24,,,,109000000.0,717200000.0,,,,
56,LNT,ALLIANT ENERGY CORP,2015-06-30,10-K,2017-02-24,,,,109000000.0,717200000.0,,,,
53,LNT,ALLIANT ENERGY CORP,2015-03-31,10-K,2016-02-24,,,,152900000.0,897400000.0,,,,
54,LNT,ALLIANT ENERGY CORP,2015-03-31,10-K,2017-02-24,,,,152900000.0,897400000.0,,,,
49,LNT,ALLIANT ENERGY CORP,2014-12-31,10-K,2015-02-25,56900000.0,3802800000.0,393300000.0,91300000.0,804100000.0,,110935680.0,3438700000.0,12085900000.0
50,LNT,ALLIANT ENERGY CORP,2014-12-31,10-K,2016-02-24,56900000.0,3802800000.0,393300000.0,91300000.0,804100000.0,,110935680.0,3438700000.0,12063500000.0
51,LNT,ALLIANT ENERGY CORP,2014-12-31,10-K,2017-02-24,56900000.0,,393300000.0,543600000.0,3350300000.0,,221871360.0,3438700000.0,12063500000.0
52,LNT,ALLIANT ENERGY CORP,2014-12-31,10-K,2018-02-23,56900000.0,,,,,,221871360.0,3438700000.0,
47,LNT,ALLIANT ENERGY CORP,2014-09-30,10-K,2015-02-25,,,,194800000.0,843100000.0,,,,
48,LNT,ALLIANT ENERGY CORP,2014-09-30,10-K,2016-02-24,,,,194800000.0,843100000.0,,,,
45,LNT,ALLIANT ENERGY CORP,2014-06-30,10-K,2015-02-25,,,,103300000.0,750300000.0,,,,
46,LNT,ALLIANT ENERGY CORP,2014-06-30,10-K,2016-02-24,,,,103300000.0,750300000.0,,,,
43,LNT,ALLIANT ENERGY CORP,2014-03-31,10-K,2015-02-25,,,,154200000.0,952800000.0,,,,
44,LNT,ALLIANT ENERGY CORP,2014-03-31,10-K,2016-02-24,,,,154200000.0,952800000.0,,,,
39,LNT,ALLIANT ENERGY CORP,2013-12-31,10-K,2014-02-25,9800000.0,3348400000.0,376200000.0,108600000.0,832600000.0,,110943669.0,3281400000.0,11112400000.0
40,LNT,ALLIANT ENERGY CORP,2013-12-31,10-K,2015-02-25,9800000.0,3348400000.0,376200000.0,108600000.0,832600000.0,,110943669.0,3281400000.0,11112400000.0
41,LNT,ALLIANT ENERGY CORP,2013-12-31,10-K,2016-02-24,9800000.0,,376200000.0,533900000.0,3276800000.0,,110943669.0,3281400000.0,11092500000.0
42,LNT,ALLIANT ENERGY CORP,2013-12-31,10-K,2017-02-24,9800000.0,,,,,,221887338.0,3281400000.0,
37,LNT,ALLIANT ENERGY CORP,2013-09-30,10-K,2014-02-25,,,,201400000.0,866600000.0,,,,
38,LNT,ALLIANT ENERGY CORP,2013-09-30,10-K,2015-02-25,,,,201400000.0,866600000.0,,,,
35,LNT,ALLIANT ENERGY CORP,2013-06-30,10-K,2014-02-25,,,,103200000.0,718000000.0,,,,
36,LNT,ALLIANT ENERGY CORP,2013-06-30,10-K,2015-02-25,,,,103200000.0,718000000.0,,,,
33,LNT,ALLIANT ENERGY CORP,2013-03-31,10-K,2014-02-25,,,,120700000.0,859600000.0,,,,
34,LNT,ALLIANT ENERGY CORP,2013-03-31,10-K,2015-02-25,,,,120700000.0,859600000.0,,,,
29,LNT,ALLIANT ENERGY CORP,2012-12-31,10-K,2013-02-26,21200000.0,3149900000.0,335700000.0,101600000.0,750900000.0,,110987400.0,3134900000.0,10785500000.0
30,LNT,ALLIANT ENERGY CORP,2012-12-31,10-K,2014-02-25,21200000.0,3149900000.0,335700000.0,101600000.0,750900000.0,,110987400.0,3134900000.0,10785500000.0
31,LNT,ALLIANT ENERGY CORP,2012-12-31,10-K,2015-02-25,21200000.0,,335700000.0,519700000.0,3094500000.0,,110987400.0,3134900000.0,10785500000.0
32,LNT,ALLIANT ENERGY CORP,2012-12-31,10-K,2016-02-24,21200000.0,,,,,,110987400.0,3134900000.0,
27,LNT,ALLIANT ENERGY CORP,2012-09-30,10-K,2013-02-26,,,,213700000.0,887600000.0,,,,
28,LNT,ALLIANT ENERGY CORP,2012-09-30,10-K,2014-02-25,,,,213700000.0,887600000.0,,,,
25,LNT,ALLIANT ENERGY CORP,2012-06-30,10-K,2013-02-26,,,,108800000.0,690300000.0,,,,
26,LNT,ALLIANT ENERGY CORP,2012-06-30,10-K,2014-02-25,,,,108800000.0,690300000.0,,,,
23,LNT,ALLIANT ENERGY CORP,2012-03-31,10-K,2013-02-26,,,,95600000.0,765700000.0,,,,
24,LNT,ALLIANT ENERGY CORP,2012-03-31,10-K,2014-02-25,,,,95600000.0,765700000.0,,,,
19,LNT,ALLIANT ENERGY CORP,2011-12-31,10-K,2012-02-27,11400000.0,,321900000.0,93500000.0,879200000.0,,111018821.0,3013000000.0,9687900000.0
20,LNT,ALLIANT ENERGY CORP,2011-12-31,10-K,2013-02-26,11400000.0,2716300000.0,321900000.0,106000000.0,760800000.0,,111018821.0,3013000000.0,9687900000.0
21,LNT,ALLIANT ENERGY CORP,2011-12-31,10-K,2014-02-25,11400000.0,,321900000.0,513300000.0,3221400000.0,,111018821.0,3013000000.0,9687900000.0
22,LNT,ALLIANT ENERGY CORP,2011-12-31,10-K,2015-02-25,11400000.0,,,,,,111018821.0,3013000000.0,
17,LNT,ALLIANT ENERGY CORP,2011-09-30,10-K,2012-02-27,,,,185100000.0,1021600000.0,,,,
18,LNT,ALLIANT ENERGY CORP,2011-09-30,10-K,2013-02-26,,,,209400000.0,870900000.0,,,,
15,LNT,ALLIANT ENERGY CORP,2011-06-30,10-K,2012-02-27,,,,72000000.0,819500000.0,,,,
16,LNT,ALLIANT ENERGY CORP,2011-06-30,10-K,2013-02-26,,,,70600000.0,712500000.0,,,,
13,LNT,ALLIANT ENERGY CORP,2011-03-31,10-K,2012-02-27,,,,127800000.0,945000000.0,,,,
14,LNT,ALLIANT ENERGY CORP,2011-03-31,10-K,2013-02-26,,,,127300000.0,877200000.0,,,,
9,LNT,ALLIANT ENERGY CORP,2010-12-31,10-K,2011-02-28,159300000.0,,306300000.0,556100000.0,3416100000.0,,110893901.0,2893600000.0,9282900000.0
10,LNT,ALLIANT ENERGY CORP,2010-12-31,10-K,2012-02-27,159300000.0,,306300000.0,99800000.0,832600000.0,,110893901.0,2893600000.0,9282900000.0
11,LNT,ALLIANT ENERGY CORP,2010-12-31,10-K,2013-02-26,159300000.0,,306300000.0,560000000.0,3262100000.0,,110893901.0,2893600000.0,9282900000.0
12,LNT,ALLIANT ENERGY CORP,2010-12-31,10-K,2014-02-25,159300000.0,,,,,,110893901.0,2893600000.0,
8,LNT,ALLIANT ENERGY CORP,2010-09-30,10-K,2012-02-27,,,,246600000.0,951700000.0,,,,
7,LNT,ALLIANT ENERGY CORP,2010-06-30,10-K,2012-02-27,,,,100700000.0,741600000.0,,,,
6,LNT,ALLIANT ENERGY CORP,2010-03-31,10-K,2012-02-27,,,,109000000.0,890200000.0,,,,
3,LNT,ALLIANT ENERGY CORP,2009-12-31,10-K,2011-02-28,175300000.0,,129700000.0,396200000.0,3427300000.0,,110656498.0,2772600000.0,9036000000.0
4,LNT,ALLIANT ENERGY CORP,2009-12-31,10-K,2012-02-27,175300000.0,,129700000.0,396200000.0,3427300000.0,,110656498.0,2772600000.0,9036000000.0
5,LNT,ALLIANT ENERGY CORP,2009-12-31,10-K,2013-02-26,175300000.0,,,,,,110656498.0,2772600000.0,
1,LNT,ALLIANT ENERGY CORP,2008-12-31,10-K,2011-02-28,346900000.0,,306700000.0,487000000.0,3669100000.0,,,2823500000.0,
2,LNT,ALLIANT ENERGY CORP,2008-12-31,10-K,2012-02-27,346900000.0,,,,,,110449099.0,2823500000.0,
0,LNT,ALLIANT ENERGY CORP,2007-12-31,10-K,2011-02-28,745600000.0,,,,,,,2681200000.0,
