,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,stockholders_equity,total_assets,total_liabilities
105,CPB,CAMPBELL'S CO,2020-08-02,10-K,2021-09-23,859000000.0,,1628000000.0,1107000000.0,8691000000.0,2563000000.0,12372000000.0,9803000000.0
106,CPB,CAMPBELL'S CO,2020-08-02,10-K,2022-09-22,859000000.0,,1628000000.0,1107000000.0,8691000000.0,,,
103,CPB,CAMPBELL'S CO,2020-04-26,10-K,2020-09-24,,,168000000.0,,2238000000.0,,,
102,CPB,CAMPBELL'S CO,2020-01-26,10-K,2020-09-24,,,1208000000.0,,2162000000.0,,,
101,CPB,CAMPBELL'S CO,2019-10-27,10-K,2020-09-24,,,166000000.0,,2183000000.0,,,
98,CPB,CAMPBELL'S CO,2019-07-28,10-K,2019-09-26,31000000.0,,-8000000.0,979000000.0,1780000000.0,1103000000.0,13148000000.0,12036000000.0
99,CPB,CAMPBELL'S CO,2019-07-28,10-K,2020-09-24,31000000.0,,-8000000.0,979000000.0,1780000000.0,1103000000.0,13148000000.0,12036000000.0
100,CPB,CAMPBELL'S CO,2019-07-28,10-K,2021-09-23,31000000.0,,211000000.0,979000000.0,8107000000.0,,,
96,CPB,CAMPBELL'S CO,2019-04-28,10-K,2019-09-26,,,84000000.0,,1953000000.0,,,
97,CPB,CAMPBELL'S CO,2019-04-28,10-K,2020-09-24,,,84000000.0,,1953000000.0,,,
94,CPB,CAMPBELL'S CO,2019-01-27,10-K,2019-09-26,,,-59000000.0,,2172000000.0,,,
95,CPB,CAMPBELL'S CO,2019-01-27,10-K,2020-09-24,,,-59000000.0,,2172000000.0,,,
92,CPB,CAMPBELL'S CO,2018-10-28,10-K,2019-09-26,,,194000000.0,,2202000000.0,,,
93,CPB,CAMPBELL'S CO,2018-10-28,10-K,2020-09-24,,,194000000.0,,2202000000.0,,,
89,CPB,CAMPBELL'S CO,2018-07-29,10-K,2018-09-27,226000000.0,8595000000.0,94000000.0,469000000.0,,1364000000.0,14529000000.0,13156000000.0
90,CPB,CAMPBELL'S CO,2018-07-29,10-K,2019-09-26,49000000.0,,94000000.0,1010000000.0,1745000000.0,1364000000.0,14529000000.0,13156000000.0
91,CPB,CAMPBELL'S CO,2018-07-29,10-K,2020-09-24,49000000.0,,261000000.0,1010000000.0,6615000000.0,,,
87,CPB,CAMPBELL'S CO,2018-04-29,10-K,2018-09-27,,,-393000000.0,,,,,
88,CPB,CAMPBELL'S CO,2018-04-29,10-K,2019-09-26,,,-393000000.0,,1618000000.0,,,
85,CPB,CAMPBELL'S CO,2018-01-28,10-K,2018-09-27,,,285000000.0,,,,,
86,CPB,CAMPBELL'S CO,2018-01-28,10-K,2019-09-26,,,285000000.0,,1614000000.0,,,
83,CPB,CAMPBELL'S CO,2017-10-29,10-K,2018-09-27,,,275000000.0,,,,,
84,CPB,CAMPBELL'S CO,2017-10-29,10-K,2019-09-26,,,275000000.0,,1638000000.0,,,
79,CPB,CAMPBELL'S CO,2017-07-30,10-K,2017-09-27,319000000.0,2499000000.0,318000000.0,1400000000.0,,1637000000.0,7726000000.0,6081000000.0
80,CPB,CAMPBELL'S CO,2017-07-30,10-K,2018-09-27,319000000.0,2499000000.0,318000000.0,1400000000.0,,1637000000.0,7726000000.0,6081000000.0
81,CPB,CAMPBELL'S CO,2017-07-30,10-K,2019-09-26,37000000.0,,887000000.0,1431000000.0,5837000000.0,,,
82,CPB,CAMPBELL'S CO,2017-07-30,10-K,2020-09-24,37000000.0,,,,,,,
77,CPB,CAMPBELL'S CO,2017-04-30,10-K,2017-09-27,,,176000000.0,,,,,
78,CPB,CAMPBELL'S CO,2017-04-30,10-K,2018-09-27,,,176000000.0,,,,,
75,CPB,CAMPBELL'S CO,2017-01-29,10-K,2017-09-27,,,101000000.0,,,,,
76,CPB,CAMPBELL'S CO,2017-01-29,10-K,2018-09-27,,,101000000.0,,,,,
73,CPB,CAMPBELL'S CO,2016-10-30,10-K,2017-09-27,,,292000000.0,,,,,
74,CPB,CAMPBELL'S CO,2016-10-30,10-K,2018-09-27,,,292000000.0,,,,,
69,CPB,CAMPBELL'S CO,2016-07-31,10-K,2016-09-22,296000000.0,2755000000.0,-81000000.0,960000000.0,,1525000000.0,7837000000.0,6304000000.0
70,CPB,CAMPBELL'S CO,2016-07-31,10-K,2017-09-27,296000000.0,2755000000.0,-81000000.0,960000000.0,,1525000000.0,7837000000.0,6304000000.0
71,CPB,CAMPBELL'S CO,2016-07-31,10-K,2018-09-27,296000000.0,,563000000.0,960000000.0,,,,
72,CPB,CAMPBELL'S CO,2016-07-31,10-K,2019-09-26,66000000.0,,,,,,,
67,CPB,CAMPBELL'S CO,2016-05-01,10-K,2016-09-22,,,185000000.0,,,,,
68,CPB,CAMPBELL'S CO,2016-05-01,10-K,2017-09-27,,,185000000.0,,,,,
65,CPB,CAMPBELL'S CO,2016-01-31,10-K,2016-09-22,,,265000000.0,,,,,
66,CPB,CAMPBELL'S CO,2016-01-31,10-K,2017-09-27,,,265000000.0,,,,,
63,CPB,CAMPBELL'S CO,2015-11-01,10-K,2016-09-22,,,194000000.0,,,,,
64,CPB,CAMPBELL'S CO,2015-11-01,10-K,2017-09-27,,,194000000.0,,,,,
59,CPB,CAMPBELL'S CO,2015-08-02,10-K,2015-09-29,253000000.0,2552000000.0,68000000.0,1095000000.0,,1380000000.0,8089000000.0,6713000000.0
60,CPB,CAMPBELL'S CO,2015-08-02,10-K,2016-09-22,253000000.0,2539000000.0,17000000.0,1054000000.0,,1381000000.0,8077000000.0,6700000000.0
61,CPB,CAMPBELL'S CO,2015-08-02,10-K,2017-09-27,253000000.0,,666000000.0,1054000000.0,,,,
62,CPB,CAMPBELL'S CO,2015-08-02,10-K,2018-09-27,253000000.0,,,,,,,
57,CPB,CAMPBELL'S CO,2015-05-03,10-K,2015-09-29,,,182000000.0,,,,,
58,CPB,CAMPBELL'S CO,2015-05-03,10-K,2016-09-22,,,179000000.0,,,,,
55,CPB,CAMPBELL'S CO,2015-02-01,10-K,2015-09-29,,,207000000.0,,,,,
56,CPB,CAMPBELL'S CO,2015-02-01,10-K,2016-09-22,,,222000000.0,,,,,
53,CPB,CAMPBELL'S CO,2014-11-02,10-K,2015-09-29,,,234000000.0,,,,,
54,CPB,CAMPBELL'S CO,2014-11-02,10-K,2016-09-22,,,248000000.0,,,,,
49,CPB,CAMPBELL'S CO,2014-08-03,10-K,2014-09-24,232000000.0,2544000000.0,137000000.0,1192000000.0,,1615000000.0,8113000000.0,6510000000.0
50,CPB,CAMPBELL'S CO,2014-08-03,10-K,2015-09-29,232000000.0,2544000000.0,137000000.0,1192000000.0,,1615000000.0,8113000000.0,6510000000.0
51,CPB,CAMPBELL'S CO,2014-08-03,10-K,2016-09-22,232000000.0,,866000000.0,1267000000.0,,,,
52,CPB,CAMPBELL'S CO,2014-08-03,10-K,2017-09-27,232000000.0,,,,,,,
47,CPB,CAMPBELL'S CO,2014-04-27,10-K,2014-09-24,,,184000000.0,,,,,
48,CPB,CAMPBELL'S CO,2014-04-27,10-K,2015-09-29,,,184000000.0,,,,,
45,CPB,CAMPBELL'S CO,2014-01-26,10-K,2014-09-24,,,325000000.0,,,,,
46,CPB,CAMPBELL'S CO,2014-01-26,10-K,2015-09-29,,,325000000.0,,,,,
43,CPB,CAMPBELL'S CO,2013-10-27,10-K,2014-09-24,,,172000000.0,,,,,
44,CPB,CAMPBELL'S CO,2013-10-27,10-K,2015-09-29,,,172000000.0,,,,,
39,CPB,CAMPBELL'S CO,2013-07-28,10-K,2013-09-26,333000000.0,3244000000.0,-158000000.0,1080000000.0,,1217000000.0,8323000000.0,7113000000.0
40,CPB,CAMPBELL'S CO,2013-07-28,10-K,2014-09-24,333000000.0,3244000000.0,-158000000.0,1080000000.0,,1217000000.0,8323000000.0,7113000000.0
41,CPB,CAMPBELL'S CO,2013-07-28,10-K,2015-09-29,333000000.0,,458000000.0,1080000000.0,,,,
42,CPB,CAMPBELL'S CO,2013-07-28,10-K,2016-09-22,333000000.0,,,,,,,
37,CPB,CAMPBELL'S CO,2013-04-28,10-K,2013-09-26,335000000.0,,181000000.0,,,,,
38,CPB,CAMPBELL'S CO,2013-04-28,10-K,2014-09-24,,,181000000.0,,,,,
35,CPB,CAMPBELL'S CO,2013-01-27,10-K,2013-09-26,,,190000000.0,,,,,
36,CPB,CAMPBELL'S CO,2013-01-27,10-K,2014-09-24,,,190000000.0,,,,,
33,CPB,CAMPBELL'S CO,2012-10-28,10-K,2013-09-26,,,245000000.0,,,,,
34,CPB,CAMPBELL'S CO,2012-10-28,10-K,2014-09-24,,,245000000.0,,,,,
29,CPB,CAMPBELL'S CO,2012-07-29,10-K,2012-09-27,335000000.0,2408000000.0,127000000.0,1212000000.0,,898000000.0,6530000000.0,5632000000.0
30,CPB,CAMPBELL'S CO,2012-07-29,10-K,2013-09-26,335000000.0,2408000000.0,127000000.0,1155000000.0,,898000000.0,6530000000.0,5632000000.0
31,CPB,CAMPBELL'S CO,2012-07-29,10-K,2014-09-24,335000000.0,,774000000.0,1155000000.0,,,,
32,CPB,CAMPBELL'S CO,2012-07-29,10-K,2015-09-29,335000000.0,,,,,,,
27,CPB,CAMPBELL'S CO,2012-04-29,10-K,2012-09-27,,,177000000.0,,,,,
28,CPB,CAMPBELL'S CO,2012-04-29,10-K,2013-09-26,484000000.0,,177000000.0,,,,,
25,CPB,CAMPBELL'S CO,2012-01-29,10-K,2012-09-27,,,205000000.0,,,,,
26,CPB,CAMPBELL'S CO,2012-01-29,10-K,2013-09-26,,,205000000.0,,,,,
23,CPB,CAMPBELL'S CO,2011-10-30,10-K,2012-09-27,,,265000000.0,,,,,
24,CPB,CAMPBELL'S CO,2011-10-30,10-K,2013-09-26,,,265000000.0,,,,,
19,CPB,CAMPBELL'S CO,2011-07-31,10-K,2011-09-28,484000000.0,2427000000.0,100000000.0,1279000000.0,,1088000000.0,6862000000.0,5766000000.0
20,CPB,CAMPBELL'S CO,2011-07-31,10-K,2012-09-27,484000000.0,2427000000.0,100000000.0,1279000000.0,,1088000000.0,6862000000.0,5766000000.0
21,CPB,CAMPBELL'S CO,2011-07-31,10-K,2013-09-26,484000000.0,,805000000.0,1212000000.0,,,,
22,CPB,CAMPBELL'S CO,2011-07-31,10-K,2014-09-24,484000000.0,,,,,,,
17,CPB,CAMPBELL'S CO,2011-05-01,10-K,2011-09-28,,,187000000.0,,,,,
18,CPB,CAMPBELL'S CO,2011-05-01,10-K,2012-09-27,,,187000000.0,,,,,
15,CPB,CAMPBELL'S CO,2011-01-30,10-K,2011-09-28,,,239000000.0,,,,,
16,CPB,CAMPBELL'S CO,2011-01-30,10-K,2012-09-27,,,239000000.0,,,,,
13,CPB,CAMPBELL'S CO,2010-10-31,10-K,2011-09-28,,,279000000.0,,,,,
14,CPB,CAMPBELL'S CO,2010-10-31,10-K,2012-09-27,,,279000000.0,,,,,
9,CPB,CAMPBELL'S CO,2010-08-01,10-K,2010-09-29,254000000.0,,844000000.0,1348000000.0,,926000000.0,6276000000.0,5347000000.0
10,CPB,CAMPBELL'S CO,2010-08-01,10-K,2011-09-28,254000000.0,2645000000.0,113000000.0,1348000000.0,,926000000.0,6276000000.0,5347000000.0
11,CPB,CAMPBELL'S CO,2010-08-01,10-K,2012-09-27,254000000.0,,844000000.0,1348000000.0,,,,
12,CPB,CAMPBELL'S CO,2010-08-01,10-K,2013-09-26,254000000.0,,,,,,,
8,CPB,CAMPBELL'S CO,2010-05-02,10-K,2011-09-28,,,168000000.0,,,,,
7,CPB,CAMPBELL'S CO,2010-01-31,10-K,2011-09-28,,,259000000.0,,,,,
6,CPB,CAMPBELL'S CO,2009-11-01,10-K,2011-09-28,,,304000000.0,,,,,
3,CPB,CAMPBELL'S CO,2009-08-02,10-K,2010-09-29,51000000.0,,736000000.0,1185000000.0,,728000000.0,6056000000.0,5325000000.0
4,CPB,CAMPBELL'S CO,2009-08-02,10-K,2011-09-28,51000000.0,,736000000.0,1185000000.0,,,6056000000.0,
5,CPB,CAMPBELL'S CO,2009-08-02,10-K,2012-09-27,51000000.0,,,,,,,
1,CPB,CAMPBELL'S CO,2008-08-03,10-K,2010-09-29,81000000.0,,1165000000.0,1098000000.0,,,,
2,CPB,CAMPBELL'S CO,2008-08-03,10-K,2011-09-28,81000000.0,,,,,,,
0,CPB,CAMPBELL'S CO,2007-07-29,10-K,2010-09-29,71000000.0,,,,,,,
