,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,shares_outstanding,stockholders_equity,total_assets,total_liabilities
89,DLR,"DIGITAL REALTY TRUST, INC.",2019-03-31,10-K,2021-03-01,,,116812000.0,,814515000.0,,,,
85,DLR,"DIGITAL REALTY TRUST, INC.",2018-12-31,10-K,2019-02-25,126700000.0,,51559000.0,549787000.0,778267000.0,206425656.0,9858644000.0,23766695000.0,12892653000.0
86,DLR,"DIGITAL REALTY TRUST, INC.",2018-12-31,10-K,2020-03-02,126700000.0,,51559000.0,549787000.0,778267000.0,206425656.0,9858644000.0,23766695000.0,12892653000.0
87,DLR,"DIGITAL REALTY TRUST, INC.",2018-12-31,10-K,2021-03-01,126700000.0,,331246000.0,549787000.0,3046478000.0,,,,
83,DLR,"DIGITAL REALTY TRUST, INC.",2018-09-30,10-K,2019-02-25,,,87597000.0,,768924000.0,,,,
84,DLR,"DIGITAL REALTY TRUST, INC.",2018-09-30,10-K,2020-03-02,,,87597000.0,,768924000.0,,,,
81,DLR,"DIGITAL REALTY TRUST, INC.",2018-06-30,10-K,2019-02-25,,,85463000.0,,754919000.0,,,,
82,DLR,"DIGITAL REALTY TRUST, INC.",2018-06-30,10-K,2020-03-02,,,85463000.0,,754919000.0,,,,
79,DLR,"DIGITAL REALTY TRUST, INC.",2018-03-31,10-K,2019-02-25,,,106627000.0,,744368000.0,,,,
80,DLR,"DIGITAL REALTY TRUST, INC.",2018-03-31,10-K,2020-03-02,,,106627000.0,,744368000.0,,,,
76,DLR,"DIGITAL REALTY TRUST, INC.",2017-12-31,10-K,2018-03-01,51000.0,,73635000.0,451295000.0,731445000.0,205470300.0,10349081000.0,21404345000.0,10300993000.0
77,DLR,"DIGITAL REALTY TRUST, INC.",2017-12-31,10-K,2019-02-25,51000.0,,73635000.0,451295000.0,731445000.0,205470300.0,10349081000.0,21404345000.0,10300993000.0
78,DLR,"DIGITAL REALTY TRUST, INC.",2017-12-31,10-K,2020-03-02,,,248259000.0,451295000.0,2457928000.0,,,,
74,DLR,"DIGITAL REALTY TRUST, INC.",2017-09-30,10-K,2018-03-01,,,12435000.0,,609925000.0,,,,
75,DLR,"DIGITAL REALTY TRUST, INC.",2017-09-30,10-K,2019-02-25,,,12435000.0,,609925000.0,,,,
72,DLR,"DIGITAL REALTY TRUST, INC.",2017-06-30,10-K,2018-03-01,,,78651000.0,,565989000.0,,,,
73,DLR,"DIGITAL REALTY TRUST, INC.",2017-06-30,10-K,2019-02-25,,,78651000.0,,565989000.0,,,,
70,DLR,"DIGITAL REALTY TRUST, INC.",2017-03-31,10-K,2018-03-01,,,83538000.0,,550569000.0,,,,
71,DLR,"DIGITAL REALTY TRUST, INC.",2017-03-31,10-K,2019-02-25,,,83538000.0,,550569000.0,,,,
67,DLR,"DIGITAL REALTY TRUST, INC.",2016-12-31,10-K,2017-03-01,10528000.0,,95075000.0,497286000.0,576787000.0,159019118.0,5096015000.0,12192585000.0,7060288000.0
68,DLR,"DIGITAL REALTY TRUST, INC.",2016-12-31,10-K,2018-03-01,10528000.0,,95075000.0,497286000.0,576787000.0,159019118.0,5096015000.0,12192585000.0,7060288000.0
69,DLR,"DIGITAL REALTY TRUST, INC.",2016-12-31,10-K,2019-02-25,,,426187000.0,497286000.0,2142213000.0,,,,
65,DLR,"DIGITAL REALTY TRUST, INC.",2016-09-30,10-K,2017-03-01,,,219188000.0,,546293000.0,,,,
66,DLR,"DIGITAL REALTY TRUST, INC.",2016-09-30,10-K,2018-03-01,,,219188000.0,,546293000.0,,,,
63,DLR,"DIGITAL REALTY TRUST, INC.",2016-06-30,10-K,2017-03-01,,,50375000.0,,514934000.0,,,,
64,DLR,"DIGITAL REALTY TRUST, INC.",2016-06-30,10-K,2018-03-01,,,50375000.0,,514934000.0,,,,
61,DLR,"DIGITAL REALTY TRUST, INC.",2016-03-31,10-K,2017-03-01,,,61549000.0,,504199000.0,,,,
62,DLR,"DIGITAL REALTY TRUST, INC.",2016-03-31,10-K,2018-03-01,,,61549000.0,,504199000.0,,,,
57,DLR,"DIGITAL REALTY TRUST, INC.",2015-12-31,10-K,2016-02-29,57053000.0,,-15983000.0,401911000.0,500443000.0,146384247.0,4500132000.0,11451267000.0,6914765000.0
58,DLR,"DIGITAL REALTY TRUST, INC.",2015-12-31,10-K,2016-09-28,57053000.0,,-15983000.0,401911000.0,500443000.0,146384247.0,4500132000.0,11451267000.0,6914765000.0
59,DLR,"DIGITAL REALTY TRUST, INC.",2015-12-31,10-K,2017-03-01,57053000.0,,-15983000.0,401911000.0,500443000.0,146384247.0,4500132000.0,11416063000.0,6879561000.0
60,DLR,"DIGITAL REALTY TRUST, INC.",2015-12-31,10-K,2018-03-01,,,296689000.0,401911000.0,1763336000.0,,,,
54,DLR,"DIGITAL REALTY TRUST, INC.",2015-09-30,10-K,2016-02-29,,,56978000.0,,435989000.0,,,,
55,DLR,"DIGITAL REALTY TRUST, INC.",2015-09-30,10-K,2016-09-28,,,56978000.0,,435989000.0,,,,
56,DLR,"DIGITAL REALTY TRUST, INC.",2015-09-30,10-K,2017-03-01,,,56978000.0,,435989000.0,,,,
51,DLR,"DIGITAL REALTY TRUST, INC.",2015-06-30,10-K,2016-02-29,,,135511000.0,,420295000.0,,,,
52,DLR,"DIGITAL REALTY TRUST, INC.",2015-06-30,10-K,2016-09-28,,,135511000.0,,420295000.0,,,,
53,DLR,"DIGITAL REALTY TRUST, INC.",2015-06-30,10-K,2017-03-01,,,135511000.0,,420295000.0,,,,
48,DLR,"DIGITAL REALTY TRUST, INC.",2015-03-31,10-K,2016-02-29,,,120183000.0,,406609000.0,,,,
49,DLR,"DIGITAL REALTY TRUST, INC.",2015-03-31,10-K,2016-09-28,,,120183000.0,,406609000.0,,,,
50,DLR,"DIGITAL REALTY TRUST, INC.",2015-03-31,10-K,2017-03-01,,,120183000.0,,406609000.0,,,,
44,DLR,"DIGITAL REALTY TRUST, INC.",2014-12-31,10-K,2015-03-02,41321000.0,,-33833000.0,258666000.0,412216000.0,135626255.0,3878256000.0,9526784000.0,5612546000.0
45,DLR,"DIGITAL REALTY TRUST, INC.",2014-12-31,10-K,2016-02-29,34814000.0,,-33813000.0,258666000.0,412216000.0,135626255.0,3878256000.0,9526784000.0,5612546000.0
46,DLR,"DIGITAL REALTY TRUST, INC.",2014-12-31,10-K,2016-09-28,34814000.0,,-33813000.0,258666000.0,412216000.0,135626255.0,3878256000.0,9526784000.0,5612546000.0
47,DLR,"DIGITAL REALTY TRUST, INC.",2014-12-31,10-K,2017-03-01,34814000.0,,200183000.0,258666000.0,1616438000.0,,,,
41,DLR,"DIGITAL REALTY TRUST, INC.",2014-09-30,10-K,2015-03-02,,,127769000.0,,412186000.0,,,,
42,DLR,"DIGITAL REALTY TRUST, INC.",2014-09-30,10-K,2016-02-29,,,127769000.0,,412186000.0,,,,
43,DLR,"DIGITAL REALTY TRUST, INC.",2014-09-30,10-K,2016-09-28,,,127769000.0,,412186000.0,,,,
38,DLR,"DIGITAL REALTY TRUST, INC.",2014-06-30,10-K,2015-03-02,,,60339000.0,,401446000.0,,,,
39,DLR,"DIGITAL REALTY TRUST, INC.",2014-06-30,10-K,2016-02-29,,,60339000.0,,401446000.0,,,,
40,DLR,"DIGITAL REALTY TRUST, INC.",2014-06-30,10-K,2016-09-28,,,60339000.0,,401446000.0,,,,
35,DLR,"DIGITAL REALTY TRUST, INC.",2014-03-31,10-K,2015-03-02,,,45912000.0,,390590000.0,,,,
36,DLR,"DIGITAL REALTY TRUST, INC.",2014-03-31,10-K,2016-02-29,,,45912000.0,,390590000.0,,,,
37,DLR,"DIGITAL REALTY TRUST, INC.",2014-03-31,10-K,2016-09-28,,,45912000.0,,390590000.0,,,,
30,DLR,"DIGITAL REALTY TRUST, INC.",2013-12-31,10-K,2014-03-03,56808000.0,,54703000.0,381812000.0,380931000.0,128455350.0,3610516000.0,9685745000.0,6039233000.0
31,DLR,"DIGITAL REALTY TRUST, INC.",2013-12-31,10-K,2015-03-02,56808000.0,,54703000.0,381812000.0,380931000.0,128455350.0,3610516000.0,9626830000.0,5980318000.0
32,DLR,"DIGITAL REALTY TRUST, INC.",2013-12-31,10-K,2016-02-29,50080000.0,,314488000.0,381812000.0,1482259000.0,,,,
33,DLR,"DIGITAL REALTY TRUST, INC.",2013-12-31,10-K,2016-09-28,50080000.0,,314488000.0,381812000.0,1482259000.0,,,,
34,DLR,"DIGITAL REALTY TRUST, INC.",2013-12-31,10-K,2017-03-01,50080000.0,,,,,,,,
28,DLR,"DIGITAL REALTY TRUST, INC.",2013-09-30,10-K,2014-03-03,,,150598000.0,,379456000.0,,,,
29,DLR,"DIGITAL REALTY TRUST, INC.",2013-09-30,10-K,2015-03-02,,,150598000.0,,379456000.0,,,,
26,DLR,"DIGITAL REALTY TRUST, INC.",2013-06-30,10-K,2014-03-03,,,58476000.0,,363502000.0,,,,
27,DLR,"DIGITAL REALTY TRUST, INC.",2013-06-30,10-K,2015-03-02,,,58476000.0,,363502000.0,,,,
24,DLR,"DIGITAL REALTY TRUST, INC.",2013-03-31,10-K,2014-03-03,,,50711000.0,,358370000.0,,,,
25,DLR,"DIGITAL REALTY TRUST, INC.",2013-03-31,10-K,2015-03-02,,,50711000.0,,358370000.0,,,,
19,DLR,"DIGITAL REALTY TRUST, INC.",2012-12-31,10-K,2013-02-28,56281000.0,,54566000.0,366078000.0,349736000.0,125140783.0,3468305000.0,8819214000.0,5320830000.0
20,DLR,"DIGITAL REALTY TRUST, INC.",2012-12-31,10-K,2014-03-03,56281000.0,,54566000.0,366078000.0,349736000.0,125140783.0,3468305000.0,8819214000.0,5320830000.0
21,DLR,"DIGITAL REALTY TRUST, INC.",2012-12-31,10-K,2015-03-02,56281000.0,,210334000.0,366078000.0,1279067000.0,,,,
22,DLR,"DIGITAL REALTY TRUST, INC.",2012-12-31,10-K,2016-02-29,52467000.0,,,,,,,,
23,DLR,"DIGITAL REALTY TRUST, INC.",2012-12-31,10-K,2016-09-28,52467000.0,,,,,,,,
17,DLR,"DIGITAL REALTY TRUST, INC.",2012-09-30,10-K,2013-02-28,,,55392000.0,,342479000.0,,,,
18,DLR,"DIGITAL REALTY TRUST, INC.",2012-09-30,10-K,2014-03-03,,,55392000.0,,342479000.0,,,,
15,DLR,"DIGITAL REALTY TRUST, INC.",2012-06-30,10-K,2013-02-28,,,52334000.0,,303704000.0,,,,
16,DLR,"DIGITAL REALTY TRUST, INC.",2012-06-30,10-K,2014-03-03,,,52334000.0,,303704000.0,,,,
13,DLR,"DIGITAL REALTY TRUST, INC.",2012-03-31,10-K,2013-02-28,,,48042000.0,,283148000.0,,,,
14,DLR,"DIGITAL REALTY TRUST, INC.",2012-03-31,10-K,2014-03-03,,,48042000.0,,283148000.0,,,,
9,DLR,"DIGITAL REALTY TRUST, INC.",2011-12-31,10-K,2012-02-28,40631000.0,2940210000.0,156265000.0,304310000.0,1062710000.0,106039279.0,2522917000.0,6098566000.0,3518155000.0
10,DLR,"DIGITAL REALTY TRUST, INC.",2011-12-31,10-K,2013-02-28,40631000.0,,45716000.0,304310000.0,270612000.0,106039279.0,2522917000.0,6098566000.0,3518155000.0
11,DLR,"DIGITAL REALTY TRUST, INC.",2011-12-31,10-K,2014-03-03,40631000.0,,156265000.0,304310000.0,1062710000.0,,,,
12,DLR,"DIGITAL REALTY TRUST, INC.",2011-12-31,10-K,2015-03-02,40631000.0,,,,,,,,
8,DLR,"DIGITAL REALTY TRUST, INC.",2011-09-30,10-K,2013-02-28,,,36344000.0,,273476000.0,,,,
7,DLR,"DIGITAL REALTY TRUST, INC.",2011-06-30,10-K,2013-02-28,,,36703000.0,,267881000.0,,,,
6,DLR,"DIGITAL REALTY TRUST, INC.",2011-03-31,10-K,2013-02-28,,,37502000.0,,250741000.0,,,,
3,DLR,"DIGITAL REALTY TRUST, INC.",2010-12-31,10-K,2012-02-28,11719000.0,2806954000.0,102294000.0,242306000.0,865401000.0,91159221.0,1962518000.0,5329483000.0,3274820000.0
4,DLR,"DIGITAL REALTY TRUST, INC.",2010-12-31,10-K,2013-02-28,11719000.0,,102294000.0,242306000.0,865401000.0,,,,
5,DLR,"DIGITAL REALTY TRUST, INC.",2010-12-31,10-K,2014-03-03,11719000.0,,,,,,,,
1,DLR,"DIGITAL REALTY TRUST, INC.",2009-12-31,10-K,2012-02-28,72320000.0,,87662000.0,177789000.0,637142000.0,,,,
2,DLR,"DIGITAL REALTY TRUST, INC.",2009-12-31,10-K,2013-02-28,72320000.0,,,,,,,,
0,DLR,"DIGITAL REALTY TRUST, INC.",2008-12-31,10-K,2012-02-28,73334000.0,,,,,,,,
