,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,stockholders_equity,total_assets,total_liabilities
67,CTRA,COTERRA ENERGY INC.,2021-12-31,10-K,2025-02-25,,,,,,,11738000000.0,,
60,CTRA,COTERRA ENERGY INC.,2020-12-31,10-K,2021-02-26,140113000.0,1133924000.0,,162892000.0,456778000.0,1405220000.0,2215707000.0,4523532000.0,2307825000.0
61,CTRA,COTERRA ENERGY INC.,2020-12-31,10-K,2022-03-01,140000000.0,1134000000.0,201000000.0,296000000.0,1466000000.0,1405000000.0,2216000000.0,4524000000.0,2308000000.0
62,CTRA,COTERRA ENERGY INC.,2020-12-31,10-K,2023-02-27,,,201000000.0,296000000.0,1466000000.0,1405000000.0,2216000000.0,,
63,CTRA,COTERRA ENERGY INC.,2020-12-31,10-K,2024-02-23,,,,,,,2216000000.0,,
59,CTRA,COTERRA ENERGY INC.,2020-09-30,10-K,2021-02-26,,,,-7533000.0,291041000.0,,,,
58,CTRA,COTERRA ENERGY INC.,2020-06-30,10-K,2021-02-26,,,,53716000.0,332348000.0,,,,
57,CTRA,COTERRA ENERGY INC.,2020-03-31,10-K,2021-02-26,,,,86401000.0,386457000.0,,,,
53,CTRA,COTERRA ENERGY INC.,2019-12-31,10-K,2020-02-25,200227000.0,1220025000.0,,955750000.0,2066277000.0,1985469000.0,2151487000.0,4487245000.0,2335758000.0
54,CTRA,COTERRA ENERGY INC.,2019-12-31,10-K,2021-02-26,200227000.0,1220025000.0,,222209000.0,461368000.0,1985469000.0,2151487000.0,4487245000.0,2335758000.0
55,CTRA,COTERRA ENERGY INC.,2019-12-31,10-K,2022-03-01,,,681000000.0,956000000.0,2066000000.0,1985000000.0,2151000000.0,,
56,CTRA,COTERRA ENERGY INC.,2019-12-31,10-K,2023-02-27,,,,,,,2151000000.0,,
52,CTRA,COTERRA ENERGY INC.,2019-09-30,10-K,2021-02-26,,,,129777000.0,429111000.0,,,,
51,CTRA,COTERRA ENERGY INC.,2019-06-30,10-K,2021-02-26,,,,250805000.0,534117000.0,,,,
50,CTRA,COTERRA ENERGY INC.,2019-03-31,10-K,2021-02-26,,,,352959000.0,641681000.0,,,,
46,CTRA,COTERRA ENERGY INC.,2018-12-31,10-K,2019-02-26,2287000.0,1226104000.0,,771801000.0,2188148000.0,2143716000.0,2088159000.0,4198829000.0,2110670000.0
47,CTRA,COTERRA ENERGY INC.,2018-12-31,10-K,2020-02-25,2287000.0,1226104000.0,,771801000.0,2188148000.0,2143716000.0,2088159000.0,4198829000.0,2110670000.0
48,CTRA,COTERRA ENERGY INC.,2018-12-31,10-K,2021-02-26,,,,771801000.0,2188148000.0,2143716000.0,2088159000.0,,
49,CTRA,COTERRA ENERGY INC.,2018-12-31,10-K,2022-03-01,,,,,,,2088000000.0,,
41,CTRA,COTERRA ENERGY INC.,2017-12-31,10-K,2018-03-01,480047000.0,1521891000.0,,-151260000.0,1764219000.0,,2523905000.0,4727344000.0,2203439000.0
42,CTRA,COTERRA ENERGY INC.,2017-12-31,10-K,2018-03-02,480047000.0,1521891000.0,,-151260000.0,1764219000.0,,2523905000.0,4727344000.0,2203439000.0
43,CTRA,COTERRA ENERGY INC.,2017-12-31,10-K,2019-02-26,480047000.0,1521891000.0,,-151260000.0,1764219000.0,1747293000.0,2523905000.0,4727344000.0,2203439000.0
44,CTRA,COTERRA ENERGY INC.,2017-12-31,10-K,2020-02-25,,,,-151260000.0,1764219000.0,1747293000.0,2523905000.0,,
45,CTRA,COTERRA ENERGY INC.,2017-12-31,10-K,2021-02-26,,,,,,,2523905000.0,,
36,CTRA,COTERRA ENERGY INC.,2016-12-31,10-K,2017-02-27,498542000.0,1520530000.0,,-566554000.0,1155677000.0,,2567667000.0,5122569000.0,2554902000.0
37,CTRA,COTERRA ENERGY INC.,2016-12-31,10-K,2018-03-01,498542000.0,1520530000.0,,-564945000.0,1155677000.0,,2567667000.0,5122569000.0,2554902000.0
38,CTRA,COTERRA ENERGY INC.,2016-12-31,10-K,2018-03-02,498542000.0,1520530000.0,,-564945000.0,1155677000.0,,2567667000.0,5122569000.0,2554902000.0
39,CTRA,COTERRA ENERGY INC.,2016-12-31,10-K,2019-02-26,498542000.0,,,-564945000.0,1155677000.0,1194627000.0,2567667000.0,,
40,CTRA,COTERRA ENERGY INC.,2016-12-31,10-K,2020-02-25,,,,,,,2567667000.0,,
31,CTRA,COTERRA ENERGY INC.,2015-12-31,10-K,2016-02-22,514000.0,,,-90362000.0,1357150000.0,,2009188000.0,5261899000.0,3252711000.0
32,CTRA,COTERRA ENERGY INC.,2015-12-31,10-K,2017-02-27,514000.0,2016139000.0,,-90362000.0,1357150000.0,,2009188000.0,5253038000.0,3243850000.0
33,CTRA,COTERRA ENERGY INC.,2015-12-31,10-K,2018-03-01,514000.0,,,-88914000.0,1357150000.0,,2009188000.0,,
34,CTRA,COTERRA ENERGY INC.,2015-12-31,10-K,2018-03-02,514000.0,,,-88914000.0,1357150000.0,,2009188000.0,,
35,CTRA,COTERRA ENERGY INC.,2015-12-31,10-K,2019-02-26,514000.0,,,,,,2009188000.0,,
26,CTRA,COTERRA ENERGY INC.,2014-12-31,10-K,2015-02-27,20954000.0,1752000000.0,,106186000.0,2173011000.0,,2142733000.0,5437716000.0,3294983000.0
27,CTRA,COTERRA ENERGY INC.,2014-12-31,10-K,2016-02-22,20954000.0,,,106186000.0,2173011000.0,,2142733000.0,5437716000.0,3294983000.0
28,CTRA,COTERRA ENERGY INC.,2014-12-31,10-K,2017-02-27,20954000.0,,,106186000.0,2173011000.0,,2142733000.0,,
29,CTRA,COTERRA ENERGY INC.,2014-12-31,10-K,2018-03-01,20954000.0,,,,,,2142733000.0,,
30,CTRA,COTERRA ENERGY INC.,2014-12-31,10-K,2018-03-02,20954000.0,,,,,,2142733000.0,,
22,CTRA,COTERRA ENERGY INC.,2013-12-31,10-K,2014-02-28,23400000.0,,,550480000.0,1746278000.0,,2204602000.0,4981080000.0,2776478000.0
23,CTRA,COTERRA ENERGY INC.,2013-12-31,10-K,2015-02-27,23400000.0,1147000000.0,,551582000.0,1746278000.0,,2204602000.0,4981080000.0,2776478000.0
24,CTRA,COTERRA ENERGY INC.,2013-12-31,10-K,2016-02-22,23400000.0,,,551582000.0,1746278000.0,,2204602000.0,,
25,CTRA,COTERRA ENERGY INC.,2013-12-31,10-K,2017-02-27,23400000.0,,,,,,2204602000.0,,
18,CTRA,COTERRA ENERGY INC.,2012-12-31,10-K,2013-02-28,30736000.0,,,306133000.0,1204546000.0,,2131447000.0,4616313000.0,2484866000.0
19,CTRA,COTERRA ENERGY INC.,2012-12-31,10-K,2014-02-28,30736000.0,,,306133000.0,1204546000.0,,2131447000.0,4616313000.0,2484866000.0
20,CTRA,COTERRA ENERGY INC.,2012-12-31,10-K,2015-02-27,30736000.0,,,306186000.0,1204546000.0,,2131447000.0,,
21,CTRA,COTERRA ENERGY INC.,2012-12-31,10-K,2016-02-22,30736000.0,,,,,,2131447000.0,,
14,CTRA,COTERRA ENERGY INC.,2011-12-31,10-K,2012-02-28,29911000.0,,,306850000.0,979864000.0,,2104768000.0,4331493000.0,2226725000.0
15,CTRA,COTERRA ENERGY INC.,2011-12-31,10-K,2013-02-28,29911000.0,,,306850000.0,979864000.0,,2104768000.0,4331493000.0,2226725000.0
16,CTRA,COTERRA ENERGY INC.,2011-12-31,10-K,2014-02-28,29911000.0,,,306850000.0,979864000.0,,2104768000.0,,
17,CTRA,COTERRA ENERGY INC.,2011-12-31,10-K,2015-02-27,29911000.0,,,,,,2104768000.0,,
10,CTRA,COTERRA ENERGY INC.,2010-12-31,10-K,2011-02-28,55949000.0,,103386000.0,266439000.0,844035000.0,,1872700000.0,4005031000.0,2132331000.0
11,CTRA,COTERRA ENERGY INC.,2010-12-31,10-K,2012-02-28,55949000.0,,,266439000.0,863104000.0,,1872700000.0,4005031000.0,2132331000.0
12,CTRA,COTERRA ENERGY INC.,2010-12-31,10-K,2013-02-28,55949000.0,,,266439000.0,863104000.0,,1872700000.0,,
13,CTRA,COTERRA ENERGY INC.,2010-12-31,10-K,2014-02-28,55949000.0,,,,,,1872700000.0,,
6,CTRA,COTERRA ENERGY INC.,2009-12-31,10-K,2010-02-26,,,148343000.0,282269000.0,879276000.0,,1812514000.0,3683401000.0,1870887000.0
7,CTRA,COTERRA ENERGY INC.,2009-12-31,10-K,2011-02-28,40158000.0,,148343000.0,282269000.0,879276000.0,,1812514000.0,3683401000.0,1870887000.0
8,CTRA,COTERRA ENERGY INC.,2009-12-31,10-K,2012-02-28,40158000.0,,,282269000.0,893085000.0,,1812514000.0,,
9,CTRA,COTERRA ENERGY INC.,2009-12-31,10-K,2013-02-28,40158000.0,,,,,,1812514000.0,,
3,CTRA,COTERRA ENERGY INC.,2008-12-31,10-K,2010-02-26,,,211290000.0,372012000.0,945791000.0,,1790562000.0,3701664000.0,1911102000.0
4,CTRA,COTERRA ENERGY INC.,2008-12-31,10-K,2011-02-28,28101000.0,,211290000.0,372012000.0,945791000.0,,1790562000.0,,
5,CTRA,COTERRA ENERGY INC.,2008-12-31,10-K,2012-02-28,28101000.0,,,,,,1790562000.0,,
1,CTRA,COTERRA ENERGY INC.,2007-12-31,10-K,2010-02-26,,,167423000.0,274693000.0,732170000.0,,1070257000.0,,
2,CTRA,COTERRA ENERGY INC.,2007-12-31,10-K,2011-02-28,18498000.0,,,,,,1070257000.0,,
0,CTRA,COTERRA ENERGY INC.,2006-12-31,10-K,2010-02-26,,,,,,,945198000.0,,
