,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,stockholders_equity,total_assets,total_liabilities
72,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-12-31,10-K,2020-02-05,,,,,,1402493000.0,,
67,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-09-30,10-K,2017-02-07,,,7799000.0,9726000.0,,,,
68,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-09-30,10-K,2018-02-08,,,7799000.0,9726000.0,,,,
65,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-06-30,10-K,2017-02-07,,,25596000.0,40895000.0,,,,
66,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-06-30,10-K,2018-02-08,,,25596000.0,40895000.0,,,,
63,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-03-31,10-K,2017-02-07,,,-26432000.0,-46604000.0,,,,
64,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2016-03-31,10-K,2018-02-08,,,-26432000.0,-46604000.0,,,,
59,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-12-31,10-K,2016-02-05,248005000.0,,67874000.0,103613000.0,,2127974000.0,2725066000.0,597092000.0
60,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-12-31,10-K,2017-02-07,248005000.0,,67874000.0,103613000.0,,2127974000.0,2725066000.0,597092000.0
61,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-12-31,10-K,2018-02-08,248005000.0,,475602000.0,763589000.0,,2127974000.0,,
62,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-12-31,10-K,2019-02-08,,,,,,2127974000.0,,
57,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-09-30,10-K,2016-02-05,,,144883000.0,234759000.0,,,,
58,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-09-30,10-K,2017-02-07,,,144883000.0,234759000.0,,,,
55,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-06-30,10-K,2016-02-05,,,140204000.0,227416000.0,,,,
56,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-06-30,10-K,2017-02-07,,,140204000.0,227416000.0,,,,
53,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-03-31,10-K,2016-02-05,,,122641000.0,197801000.0,,,,
54,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2015-03-31,10-K,2017-02-07,,,122641000.0,197801000.0,,,,
49,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-12-31,10-K,2015-02-04,419465000.0,,121234000.0,187872000.0,,2012369000.0,2546285000.0,533916000.0
50,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-12-31,10-K,2016-02-05,419465000.0,,121234000.0,187872000.0,,2012369000.0,2527317000.0,514948000.0
51,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-12-31,10-K,2017-02-07,419465000.0,,445374000.0,710800000.0,,2012369000.0,,
52,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-12-31,10-K,2018-02-08,419465000.0,,,,,2012369000.0,,
47,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-09-30,10-K,2015-02-04,,,130801000.0,207436000.0,,,,
48,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-09-30,10-K,2016-02-05,,,130801000.0,207436000.0,,,,
45,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-06-30,10-K,2015-02-04,,,110270000.0,179842000.0,,,,
46,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-06-30,10-K,2016-02-05,,,110270000.0,179842000.0,,,,
43,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-03-31,10-K,2015-02-04,,,83069000.0,135650000.0,,,,
44,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2014-03-31,10-K,2016-02-05,,,83069000.0,135650000.0,,,,
39,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-12-31,10-K,2014-02-05,323203000.0,,79622000.0,129104000.0,,1538288000.0,2009280000.0,470992000.0
40,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-12-31,10-K,2015-02-04,323203000.0,,79622000.0,129104000.0,,1538288000.0,2009280000.0,470992000.0
41,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-12-31,10-K,2016-02-05,323203000.0,,327438000.0,532720000.0,,1538288000.0,,
42,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-12-31,10-K,2017-02-07,323203000.0,,,,,1538288000.0,,
37,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-09-30,10-K,2014-02-05,,,83379000.0,137154000.0,,,,
38,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-09-30,10-K,2015-02-04,,,83379000.0,137154000.0,,,,
35,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-06-30,10-K,2014-02-05,,,87853000.0,146418000.0,,,,
36,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-06-30,10-K,2015-02-04,,,87853000.0,146418000.0,,,,
33,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-03-31,10-K,2014-02-05,,,76584000.0,120044000.0,,,,
34,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2013-03-31,10-K,2015-02-04,,,76584000.0,120044000.0,,,,
29,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-12-31,10-K,2013-02-08,322553000.0,,61353000.0,102188000.0,,1245926000.0,1668667000.0,422741000.0
30,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-12-31,10-K,2014-02-05,322553000.0,,61353000.0,102188000.0,,1245926000.0,1668667000.0,422741000.0
31,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-12-31,10-K,2015-02-04,322553000.0,,278000000.0,455865000.0,,1245926000.0,,
32,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-12-31,10-K,2016-02-05,322553000.0,,,,,1245926000.0,,
27,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-09-30,10-K,2013-02-08,,,72300000.0,117663000.0,,,,
28,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-09-30,10-K,2014-02-05,,,72300000.0,117663000.0,,,,
25,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-06-30,10-K,2013-02-08,,,81683000.0,133790000.0,,,,
26,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-06-30,10-K,2014-02-05,,,81683000.0,133790000.0,,,,
23,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-03-31,10-K,2013-02-08,,,62664000.0,102224000.0,,,,
24,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2012-03-31,10-K,2014-02-05,,,62664000.0,102224000.0,,,,
19,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-12-31,10-K,2012-02-10,401243000.0,,57473000.0,93868000.0,,1044226000.0,1425308000.0,381082000.0
20,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-12-31,10-K,2013-02-08,401243000.0,,57473000.0,93868000.0,,1044226000.0,1425308000.0,381082000.0
21,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-12-31,10-K,2014-02-05,401243000.0,,214945000.0,350562000.0,,1044226000.0,,
22,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-12-31,10-K,2015-02-04,401243000.0,,,,,1044226000.0,,
17,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-09-30,10-K,2012-02-10,,,60433000.0,98010000.0,,,,
18,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-09-30,10-K,2013-02-08,,,60433000.0,98010000.0,,,,
15,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-06-30,10-K,2012-02-10,,,50657000.0,83863000.0,,,,
16,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-06-30,10-K,2013-02-08,,,50657000.0,83863000.0,,,,
13,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-03-31,10-K,2012-02-10,,,46382000.0,74821000.0,,,,
14,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2011-03-31,10-K,2013-02-08,,,46382000.0,74821000.0,,,,
9,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-12-31,10-K,2011-02-17,224838000.0,,178981000.0,287831000.0,,810873000.0,1121605000.0,310732000.0
10,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-12-31,10-K,2012-02-10,224838000.0,,46445000.0,73992000.0,,810873000.0,1121605000.0,310732000.0
11,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-12-31,10-K,2013-02-08,224838000.0,,178981000.0,287831000.0,,810873000.0,,
12,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-12-31,10-K,2014-02-05,224838000.0,,,,,810873000.0,,
8,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-09-30,10-K,2012-02-10,,,48228000.0,77584000.0,,,,
7,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-06-30,10-K,2012-02-10,,,46461000.0,74959000.0,,,,
6,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2010-03-31,10-K,2012-02-10,,,37847000.0,61296000.0,,,,
3,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2009-12-31,10-K,2011-02-17,219566000.0,,126845000.0,203705000.0,,703461000.0,961505000.0,258044000.0
4,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2009-12-31,10-K,2012-02-10,219566000.0,,126845000.0,203705000.0,,703461000.0,,
5,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2009-12-31,10-K,2013-02-08,219566000.0,,,,,703461000.0,,
1,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2008-12-31,10-K,2011-02-17,88044000.0,,78202000.0,124039000.0,,622590000.0,,
2,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2008-12-31,10-K,2012-02-10,88044000.0,,,,,622590000.0,,
0,CMG,"CHIPOTLE MEXICAN GRILL, INC.",2007-12-31,10-K,2011-02-17,151176000.0,,,,,562110000.0,,
