,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
82,APH,AMPHENOL CORPORATION,2017-03-31,10-K,2019-02-13,,,224900000.0,314100000.0,1560100000.0,,,,
78,APH,AMPHENOL CORPORATION,2016-12-31,10-K,2017-02-17,1034600000.0,3010700000.0,235400000.0,339100000.0,,308300000.0,3674900000.0,8498700000.0,
79,APH,AMPHENOL CORPORATION,2016-12-31,10-K,2018-02-21,1034600000.0,3010700000.0,235400000.0,339100000.0,,308300000.0,3674900000.0,8498700000.0,
80,APH,AMPHENOL CORPORATION,2016-12-31,10-K,2019-02-13,,,822900000.0,1205200000.0,6286400000.0,,,,
76,APH,AMPHENOL CORPORATION,2016-09-30,10-K,2017-02-17,,,224300000.0,326300000.0,,,,,
77,APH,AMPHENOL CORPORATION,2016-09-30,10-K,2018-02-21,,,224300000.0,326300000.0,,,,,
74,APH,AMPHENOL CORPORATION,2016-06-30,10-K,2017-02-17,,,206500000.0,300300000.0,,,,,
75,APH,AMPHENOL CORPORATION,2016-06-30,10-K,2018-02-21,,,206500000.0,300300000.0,,,,,
72,APH,AMPHENOL CORPORATION,2016-03-31,10-K,2017-02-17,,,156600000.0,239400000.0,,,,,
73,APH,AMPHENOL CORPORATION,2016-03-31,10-K,2018-02-21,,,156600000.0,239400000.0,,,,,
69,APH,AMPHENOL CORPORATION,2015-12-31,10-K,2016-02-19,1737200000.0,2813500000.0,,289000000.0,,308000000.0,3238500000.0,7458400000.0,
70,APH,AMPHENOL CORPORATION,2015-12-31,10-K,2017-02-17,1737200000.0,2813500000.0,200100000.0,289000000.0,,308000000.0,3238500000.0,7458400000.0,
71,APH,AMPHENOL CORPORATION,2015-12-31,10-K,2018-02-21,1737200000.0,,763500000.0,1104700000.0,,,,,
67,APH,AMPHENOL CORPORATION,2015-09-30,10-K,2016-02-19,,,,294800000.0,,,,,
68,APH,AMPHENOL CORPORATION,2015-09-30,10-K,2017-02-17,,,204500000.0,294800000.0,,,,,
65,APH,AMPHENOL CORPORATION,2015-06-30,10-K,2016-02-19,,,,260700000.0,,,,,
66,APH,AMPHENOL CORPORATION,2015-06-30,10-K,2017-02-17,,,179000000.0,260700000.0,,,,,
63,APH,AMPHENOL CORPORATION,2015-03-31,10-K,2016-02-19,,,,260200000.0,,,,,
64,APH,AMPHENOL CORPORATION,2015-03-31,10-K,2017-02-17,,,179800000.0,260200000.0,,,,,
59,APH,AMPHENOL CORPORATION,2014-12-31,10-K,2015-02-20,968900000.0,2673900000.0,,278900000.0,,309884741.0,2907400000.0,7027000000.0,
60,APH,AMPHENOL CORPORATION,2014-12-31,10-K,2016-02-19,968900000.0,2656200000.0,,278900000.0,,309900000.0,2907400000.0,6985900000.0,
61,APH,AMPHENOL CORPORATION,2014-12-31,10-K,2017-02-17,968900000.0,,709100000.0,1034600000.0,,,,,
62,APH,AMPHENOL CORPORATION,2014-12-31,10-K,2018-02-21,968900000.0,,,,,,,,
57,APH,AMPHENOL CORPORATION,2014-09-30,10-K,2015-02-20,,,,267800000.0,,,,,
58,APH,AMPHENOL CORPORATION,2014-09-30,10-K,2016-02-19,,,,267800000.0,,,,,
55,APH,AMPHENOL CORPORATION,2014-06-30,10-K,2015-02-20,,,,255800000.0,,,,,
56,APH,AMPHENOL CORPORATION,2014-06-30,10-K,2016-02-19,,,,255800000.0,,,,,
53,APH,AMPHENOL CORPORATION,2014-03-31,10-K,2015-02-20,,,,232100000.0,,,,,
54,APH,AMPHENOL CORPORATION,2014-03-31,10-K,2016-02-19,,,,232100000.0,,,,,
49,APH,AMPHENOL CORPORATION,2013-12-31,10-K,2014-02-21,886838000.0,2132874000.0,,241360000.0,,158206118.0,2859509000.0,6168028000.0,
50,APH,AMPHENOL CORPORATION,2013-12-31,10-K,2015-02-20,886800000.0,2132800000.0,,241400000.0,,316412236.0,2859500000.0,6168000000.0,
51,APH,AMPHENOL CORPORATION,2013-12-31,10-K,2016-02-19,886800000.0,,,896800000.0,,,,,
52,APH,AMPHENOL CORPORATION,2013-12-31,10-K,2017-02-17,886800000.0,,,,,,,,
47,APH,AMPHENOL CORPORATION,2013-09-30,10-K,2014-02-21,,,,224483000.0,,,,,
48,APH,AMPHENOL CORPORATION,2013-09-30,10-K,2015-02-20,,,,224500000.0,,,,,
45,APH,AMPHENOL CORPORATION,2013-06-30,10-K,2014-02-21,,,,224013000.0,,,,,
46,APH,AMPHENOL CORPORATION,2013-06-30,10-K,2015-02-20,,,,224000000.0,,,,,
43,APH,AMPHENOL CORPORATION,2013-03-31,10-K,2014-02-21,,,,206957000.0,,,,,
44,APH,AMPHENOL CORPORATION,2013-03-31,10-K,2015-02-20,,,,207000000.0,,,,,
39,APH,AMPHENOL CORPORATION,2012-12-31,10-K,2013-02-22,690850000.0,1706497000.0,,221220000.0,,159857738.0,2429959000.0,5215463000.0,
40,APH,AMPHENOL CORPORATION,2012-12-31,10-K,2014-02-21,690850000.0,1706497000.0,,221220000.0,,159857738.0,2429959000.0,5215463000.0,
41,APH,AMPHENOL CORPORATION,2012-12-31,10-K,2015-02-20,690800000.0,,,828300000.0,,,,,
42,APH,AMPHENOL CORPORATION,2012-12-31,10-K,2016-02-19,690800000.0,,,,,,,,
37,APH,AMPHENOL CORPORATION,2012-09-30,10-K,2013-02-22,,,,215670000.0,,,,,
38,APH,AMPHENOL CORPORATION,2012-09-30,10-K,2014-02-21,,,,215670000.0,,,,,
35,APH,AMPHENOL CORPORATION,2012-06-30,10-K,2013-02-22,,,,206176000.0,,,,,
36,APH,AMPHENOL CORPORATION,2012-06-30,10-K,2014-02-21,,,,206176000.0,,,,,
33,APH,AMPHENOL CORPORATION,2012-03-31,10-K,2013-02-22,,,,185279000.0,,,,,
34,APH,AMPHENOL CORPORATION,2012-03-31,10-K,2014-02-21,,,,185279000.0,,,,,
29,APH,AMPHENOL CORPORATION,2011-12-31,10-K,2012-02-24,515086000.0,1377129000.0,,164660000.0,,163122474.0,2171769000.0,4445225000.0,
30,APH,AMPHENOL CORPORATION,2011-12-31,10-K,2013-02-22,515086000.0,1377129000.0,,164660000.0,,163122474.0,2171769000.0,4445225000.0,
31,APH,AMPHENOL CORPORATION,2011-12-31,10-K,2014-02-21,515086000.0,,,751678000.0,,,,,
32,APH,AMPHENOL CORPORATION,2011-12-31,10-K,2015-02-20,515100000.0,,,,,,,,
27,APH,AMPHENOL CORPORATION,2011-09-30,10-K,2012-02-24,,,,186059000.0,,,,,
28,APH,AMPHENOL CORPORATION,2011-09-30,10-K,2013-02-22,,,,186059000.0,,,,,
25,APH,AMPHENOL CORPORATION,2011-06-30,10-K,2012-02-24,,,,214874000.0,,,,,
26,APH,AMPHENOL CORPORATION,2011-06-30,10-K,2013-02-22,,,,214874000.0,,,,,
23,APH,AMPHENOL CORPORATION,2011-03-31,10-K,2012-02-24,,,,186085000.0,,,,,
24,APH,AMPHENOL CORPORATION,2011-03-31,10-K,2013-02-22,,,,186085000.0,,,,,
19,APH,AMPHENOL CORPORATION,2010-12-31,10-K,2011-02-28,525888000.0,799992000.0,131113000.0,190554000.0,,175550683.0,2320855000.0,4015857000.0,
20,APH,AMPHENOL CORPORATION,2010-12-31,10-K,2012-02-24,525888000.0,799992000.0,,190554000.0,,175550683.0,2320855000.0,4015857000.0,
21,APH,AMPHENOL CORPORATION,2010-12-31,10-K,2013-02-22,525888000.0,,,700357000.0,,,,,
22,APH,AMPHENOL CORPORATION,2010-12-31,10-K,2014-02-21,525888000.0,,,,,,,,
17,APH,AMPHENOL CORPORATION,2010-09-30,10-K,2011-02-28,,,137268000.0,189134000.0,,,,,
18,APH,AMPHENOL CORPORATION,2010-09-30,10-K,2012-02-24,,,,189134000.0,,,,,
15,APH,AMPHENOL CORPORATION,2010-06-30,10-K,2011-02-28,,,129671000.0,175625000.0,,,,,
16,APH,AMPHENOL CORPORATION,2010-06-30,10-K,2012-02-24,,,,175625000.0,,,,,
13,APH,AMPHENOL CORPORATION,2010-03-31,10-K,2011-02-28,,,98353000.0,145044000.0,,,,,
14,APH,AMPHENOL CORPORATION,2010-03-31,10-K,2012-02-24,,,,145044000.0,,,,,
9,APH,AMPHENOL CORPORATION,2009-12-31,10-K,2010-02-23,384613000.0,,317834000.0,488913000.0,,173209928.0,1746077000.0,3219184000.0,
10,APH,AMPHENOL CORPORATION,2009-12-31,10-K,2011-02-28,384613000.0,753449000.0,87639000.0,138460000.0,,173209928.0,1746077000.0,3219184000.0,
11,APH,AMPHENOL CORPORATION,2009-12-31,10-K,2012-02-24,384613000.0,,,488913000.0,,,,4015857000.0,
12,APH,AMPHENOL CORPORATION,2009-12-31,10-K,2013-02-22,384613000.0,,,,,,,,
8,APH,AMPHENOL CORPORATION,2009-09-30,10-K,2011-02-28,,,80915000.0,124290000.0,,,,,
7,APH,AMPHENOL CORPORATION,2009-06-30,10-K,2011-02-28,,,74870000.0,115478000.0,,,,,
6,APH,AMPHENOL CORPORATION,2009-03-31,10-K,2011-02-28,,,74410000.0,110685000.0,,,,,
3,APH,AMPHENOL CORPORATION,2008-12-31,10-K,2010-02-23,214987000.0,,419151000.0,632239000.0,,171186218.0,1349425000.0,2994159000.0,
4,APH,AMPHENOL CORPORATION,2008-12-31,10-K,2011-02-28,214987000.0,,419151000.0,632239000.0,,,,2994159000.0,
5,APH,AMPHENOL CORPORATION,2008-12-31,10-K,2012-02-24,214987000.0,,,,,,,,
1,APH,AMPHENOL CORPORATION,2007-12-31,10-K,2010-02-23,183641000.0,,353194000.0,552858000.0,,,,,
2,APH,AMPHENOL CORPORATION,2007-12-31,10-K,2011-02-28,183641000.0,,,,,,,,
0,APH,AMPHENOL CORPORATION,2006-12-31,10-K,2010-02-23,74135000.0,,,,,,,,
