,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
94,MO,"ALTRIA GROUP, INC.",2018-12-31,10-K,2020-02-25,1333000000.0,13042000000.0,1250000000.0,9115000000.0,6114000000.0,1874057595.0,14787000000.0,55459000000.0,40631000000.0
95,MO,"ALTRIA GROUP, INC.",2018-12-31,10-K,2021-02-26,1333000000.0,,6963000000.0,9115000000.0,25364000000.0,1874057595.0,,,
96,MO,"ALTRIA GROUP, INC.",2018-12-31,10-K,2022-02-25,,,,,,1874057595.0,,,
91,MO,"ALTRIA GROUP, INC.",2018-09-30,10-K,2019-02-26,,,1943000000.0,,6837000000.0,,,,
92,MO,"ALTRIA GROUP, INC.",2018-09-30,10-K,2020-02-25,,,1943000000.0,,6837000000.0,,,,
89,MO,"ALTRIA GROUP, INC.",2018-06-30,10-K,2019-02-26,,,1876000000.0,,6305000000.0,,,,
90,MO,"ALTRIA GROUP, INC.",2018-06-30,10-K,2020-02-25,,,1876000000.0,,6305000000.0,,,,
87,MO,"ALTRIA GROUP, INC.",2018-03-31,10-K,2019-02-26,,,1894000000.0,,6108000000.0,,,,
88,MO,"ALTRIA GROUP, INC.",2018-03-31,10-K,2020-02-25,,,1894000000.0,,6108000000.0,,,,
83,MO,"ALTRIA GROUP, INC.",2017-12-31,10-K,2018-02-27,1253000000.0,13894000000.0,4966000000.0,9556000000.0,,1901259192.0,15377000000.0,43202000000.0,27784000000.0
84,MO,"ALTRIA GROUP, INC.",2017-12-31,10-K,2019-02-26,1253000000.0,13894000000.0,4966000000.0,9593000000.0,6101000000.0,1901259192.0,15377000000.0,43202000000.0,27784000000.0
85,MO,"ALTRIA GROUP, INC.",2017-12-31,10-K,2020-02-25,1253000000.0,,10222000000.0,9593000000.0,25576000000.0,1901259192.0,,,
86,MO,"ALTRIA GROUP, INC.",2017-12-31,10-K,2021-02-26,,,,,,1901259192.0,,,
81,MO,"ALTRIA GROUP, INC.",2017-09-30,10-K,2018-02-27,,,1866000000.0,,,,,,
82,MO,"ALTRIA GROUP, INC.",2017-09-30,10-K,2019-02-26,,,1866000000.0,,6729000000.0,,,,
79,MO,"ALTRIA GROUP, INC.",2017-06-30,10-K,2018-02-27,,,1989000000.0,,,,,,
80,MO,"ALTRIA GROUP, INC.",2017-06-30,10-K,2019-02-26,,,1989000000.0,,6663000000.0,,,,
77,MO,"ALTRIA GROUP, INC.",2017-03-31,10-K,2018-02-27,,,1401000000.0,,,,,,
78,MO,"ALTRIA GROUP, INC.",2017-03-31,10-K,2019-02-26,,,1401000000.0,,6083000000.0,,,,
73,MO,"ALTRIA GROUP, INC.",2016-12-31,10-K,2017-02-27,4569000000.0,13881000000.0,10276000000.0,8762000000.0,,1943272224.0,12770000000.0,45932000000.0,33121000000.0
74,MO,"ALTRIA GROUP, INC.",2016-12-31,10-K,2018-02-27,4569000000.0,13881000000.0,10276000000.0,8762000000.0,,1943272224.0,12770000000.0,45932000000.0,33121000000.0
75,MO,"ALTRIA GROUP, INC.",2016-12-31,10-K,2019-02-26,4569000000.0,,14239000000.0,8761000000.0,25744000000.0,1943272224.0,,,
76,MO,"ALTRIA GROUP, INC.",2016-12-31,10-K,2020-02-25,,,,,,1943272224.0,,,
71,MO,"ALTRIA GROUP, INC.",2016-09-30,10-K,2017-02-27,,,1093000000.0,,,,,,
72,MO,"ALTRIA GROUP, INC.",2016-09-30,10-K,2018-02-27,,,1093000000.0,,,,,,
69,MO,"ALTRIA GROUP, INC.",2016-06-30,10-K,2017-02-27,,,1653000000.0,,,,,,
70,MO,"ALTRIA GROUP, INC.",2016-06-30,10-K,2018-02-27,,,1653000000.0,,,,,,
67,MO,"ALTRIA GROUP, INC.",2016-03-31,10-K,2017-02-27,,,1217000000.0,,,,,,
68,MO,"ALTRIA GROUP, INC.",2016-03-31,10-K,2018-02-27,,,1217000000.0,,,,,,
63,MO,"ALTRIA GROUP, INC.",2015-12-31,10-K,2016-02-25,2369000000.0,12919000000.0,1247000000.0,8361000000.0,,1960059481.0,2880000000.0,32535000000.0,29625000000.0
64,MO,"ALTRIA GROUP, INC.",2015-12-31,10-K,2017-02-27,2369000000.0,12847000000.0,1247000000.0,8361000000.0,,1960059481.0,2880000000.0,31459000000.0,28549000000.0
65,MO,"ALTRIA GROUP, INC.",2015-12-31,10-K,2018-02-27,2369000000.0,,5241000000.0,8361000000.0,,1960059481.0,,,
66,MO,"ALTRIA GROUP, INC.",2015-12-31,10-K,2019-02-26,,,,,,1960059481.0,,,
61,MO,"ALTRIA GROUP, INC.",2015-09-30,10-K,2016-02-25,,,1528000000.0,,,,,,
62,MO,"ALTRIA GROUP, INC.",2015-09-30,10-K,2017-02-27,,,1528000000.0,,,,,,
59,MO,"ALTRIA GROUP, INC.",2015-06-30,10-K,2016-02-25,,,1448000000.0,,,,,,
60,MO,"ALTRIA GROUP, INC.",2015-06-30,10-K,2017-02-27,,,1448000000.0,,,,,,
57,MO,"ALTRIA GROUP, INC.",2015-03-31,10-K,2016-02-25,,,1018000000.0,,,,,,
58,MO,"ALTRIA GROUP, INC.",2015-03-31,10-K,2017-02-27,,,1018000000.0,,,,,,
53,MO,"ALTRIA GROUP, INC.",2014-12-31,10-K,2015-02-25,3321000000.0,14693000000.0,1236000000.0,7620000000.0,,1971474523.0,3014000000.0,34475000000.0,31430000000.0
54,MO,"ALTRIA GROUP, INC.",2014-12-31,10-K,2016-02-25,3321000000.0,14693000000.0,1236000000.0,7620000000.0,,1971474523.0,3014000000.0,34475000000.0,31430000000.0
55,MO,"ALTRIA GROUP, INC.",2014-12-31,10-K,2017-02-27,3321000000.0,,5070000000.0,7620000000.0,,1971474523.0,,,
56,MO,"ALTRIA GROUP, INC.",2014-12-31,10-K,2018-02-27,3321000000.0,,,,,1971474523.0,,,
51,MO,"ALTRIA GROUP, INC.",2014-09-30,10-K,2015-02-25,,,1397000000.0,,,,,,
52,MO,"ALTRIA GROUP, INC.",2014-09-30,10-K,2016-02-25,,,1397000000.0,,,,,,
49,MO,"ALTRIA GROUP, INC.",2014-06-30,10-K,2015-02-25,,,1262000000.0,,,,,,
50,MO,"ALTRIA GROUP, INC.",2014-06-30,10-K,2016-02-25,,,1262000000.0,,,,,,
47,MO,"ALTRIA GROUP, INC.",2014-03-31,10-K,2015-02-25,,,1175000000.0,,,,,,
48,MO,"ALTRIA GROUP, INC.",2014-03-31,10-K,2016-02-25,,,1175000000.0,,,,,,
43,MO,"ALTRIA GROUP, INC.",2013-12-31,10-K,2014-02-26,3175000000.0,14517000000.0,488000000.0,8084000000.0,,1993479282.0,4119000000.0,34859000000.0,30706000000.0
44,MO,"ALTRIA GROUP, INC.",2013-12-31,10-K,2015-02-25,3175000000.0,14517000000.0,488000000.0,8084000000.0,,1993479282.0,4119000000.0,34859000000.0,30706000000.0
45,MO,"ALTRIA GROUP, INC.",2013-12-31,10-K,2016-02-25,3175000000.0,,4535000000.0,8084000000.0,,1993479282.0,,,
46,MO,"ALTRIA GROUP, INC.",2013-12-31,10-K,2017-02-27,3175000000.0,,,,,1993479282.0,,,
41,MO,"ALTRIA GROUP, INC.",2013-09-30,10-K,2014-02-26,,,1396000000.0,,,,,,
42,MO,"ALTRIA GROUP, INC.",2013-09-30,10-K,2015-02-25,,,1396000000.0,,,,,,
39,MO,"ALTRIA GROUP, INC.",2013-06-30,10-K,2014-02-26,,,1266000000.0,,,,,,
40,MO,"ALTRIA GROUP, INC.",2013-06-30,10-K,2015-02-25,,,1266000000.0,,,,,,
37,MO,"ALTRIA GROUP, INC.",2013-03-31,10-K,2014-02-26,,,1385000000.0,,,,,,
38,MO,"ALTRIA GROUP, INC.",2013-03-31,10-K,2015-02-25,,,1385000000.0,,,,,,
33,MO,"ALTRIA GROUP, INC.",2012-12-31,10-K,2013-02-27,2900000000.0,13878000000.0,,7253000000.0,,2009740296.0,3168000000.0,35329000000.0,32125000000.0
34,MO,"ALTRIA GROUP, INC.",2012-12-31,10-K,2014-02-26,2900000000.0,13878000000.0,1103000000.0,7253000000.0,,2009740296.0,3168000000.0,35329000000.0,32125000000.0
35,MO,"ALTRIA GROUP, INC.",2012-12-31,10-K,2015-02-25,2900000000.0,,4180000000.0,7253000000.0,,2009740296.0,,,
36,MO,"ALTRIA GROUP, INC.",2012-12-31,10-K,2016-02-25,2900000000.0,,,,,2009740296.0,,,
32,MO,"ALTRIA GROUP, INC.",2012-09-30,10-K,2014-02-26,,,657000000.0,,,,,,
31,MO,"ALTRIA GROUP, INC.",2012-06-30,10-K,2014-02-26,,,1225000000.0,,,,,,
30,MO,"ALTRIA GROUP, INC.",2012-03-31,10-K,2014-02-26,,,1195000000.0,,,,,,
26,MO,"ALTRIA GROUP, INC.",2011-12-31,10-K,2012-02-16,3270000000.0,13689000000.0,836000000.0,6068000000.0,,2044419285.0,3680000000.0,36962000000.0,33247000000.0
27,MO,"ALTRIA GROUP, INC.",2011-12-31,10-K,2013-02-27,3270000000.0,13689000000.0,,6068000000.0,,2044419285.0,3680000000.0,36751000000.0,33036000000.0
28,MO,"ALTRIA GROUP, INC.",2011-12-31,10-K,2014-02-26,3270000000.0,,3390000000.0,6068000000.0,,2044419285.0,,,
29,MO,"ALTRIA GROUP, INC.",2011-12-31,10-K,2015-02-25,3270000000.0,,,,,2044419285.0,,,
25,MO,"ALTRIA GROUP, INC.",2011-09-30,10-K,2012-02-16,,,1173000000.0,,,,,,
24,MO,"ALTRIA GROUP, INC.",2011-06-30,10-K,2012-02-16,,,444000000.0,,,,,,
23,MO,"ALTRIA GROUP, INC.",2011-03-31,10-K,2012-02-16,,,937000000.0,,,,,,
19,MO,"ALTRIA GROUP, INC.",2010-12-31,10-K,2011-02-25,2314000000.0,12194000000.0,919000000.0,6228000000.0,,2088739666.0,5192000000.0,37402000000.0,32175000000.0
20,MO,"ALTRIA GROUP, INC.",2010-12-31,10-K,2012-02-16,2314000000.0,12194000000.0,919000000.0,6228000000.0,,2088739666.0,5192000000.0,37402000000.0,32175000000.0
21,MO,"ALTRIA GROUP, INC.",2010-12-31,10-K,2013-02-27,2314000000.0,,,6228000000.0,,2088739666.0,,,
22,MO,"ALTRIA GROUP, INC.",2010-12-31,10-K,2014-02-26,2314000000.0,,,,,2088739666.0,,,
17,MO,"ALTRIA GROUP, INC.",2010-09-30,10-K,2011-02-25,,,1131000000.0,,,,,,
18,MO,"ALTRIA GROUP, INC.",2010-09-30,10-K,2012-02-16,,,1131000000.0,,,,,,
15,MO,"ALTRIA GROUP, INC.",2010-06-30,10-K,2011-02-25,,,1042000000.0,,,,,,
16,MO,"ALTRIA GROUP, INC.",2010-06-30,10-K,2012-02-16,,,1042000000.0,,,,,,
13,MO,"ALTRIA GROUP, INC.",2010-03-31,10-K,2011-02-25,,,813000000.0,,,,,,
14,MO,"ALTRIA GROUP, INC.",2010-03-31,10-K,2012-02-16,,,813000000.0,,,,,,
9,MO,"ALTRIA GROUP, INC.",2009-12-31,10-K,2010-02-24,1871000000.0,0.0,3206000000.0,5462000000.0,,,4069000000.0,36677000000.0,32573000000.0
10,MO,"ALTRIA GROUP, INC.",2009-12-31,10-K,2011-02-25,1871000000.0,11960000000.0,725000000.0,5462000000.0,,2076028644.0,4069000000.0,36677000000.0,32573000000.0
11,MO,"ALTRIA GROUP, INC.",2009-12-31,10-K,2012-02-16,1871000000.0,,3206000000.0,5462000000.0,,2076028644.0,,,
12,MO,"ALTRIA GROUP, INC.",2009-12-31,10-K,2013-02-27,1871000000.0,,,,,2076028644.0,,,
8,MO,"ALTRIA GROUP, INC.",2009-09-30,10-K,2011-02-25,,,882000000.0,,,,,,
7,MO,"ALTRIA GROUP, INC.",2009-06-30,10-K,2011-02-25,,,1010000000.0,,,,,,
6,MO,"ALTRIA GROUP, INC.",2009-03-31,10-K,2011-02-25,,,589000000.0,,,,,,
3,MO,"ALTRIA GROUP, INC.",2008-12-31,10-K,2010-02-24,7916000000.0,500000000.0,4930000000.0,4882000000.0,,,2828000000.0,27215000000.0,24387000000.0
4,MO,"ALTRIA GROUP, INC.",2008-12-31,10-K,2011-02-25,7916000000.0,,4930000000.0,4882000000.0,,2061371584.0,,,
5,MO,"ALTRIA GROUP, INC.",2008-12-31,10-K,2012-02-16,7916000000.0,,,,,2061371584.0,,,
1,MO,"ALTRIA GROUP, INC.",2007-12-31,10-K,2010-02-24,4842000000.0,,9786000000.0,4373000000.0,,,,,
2,MO,"ALTRIA GROUP, INC.",2007-12-31,10-K,2011-02-25,4842000000.0,,,,,2107676762.0,,,
0,MO,"ALTRIA GROUP, INC.",2006-12-31,10-K,2010-02-24,3105000000.0,,,,,,,,
