,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
64,ADP,"AUTOMATIC DATA PROCESSING, INC.",2015-06-30,10-K,2016-08-05,1639300000.0,,336200000.0,2694500000.0,,466400000.0,4808500000.0,33110500000.0,28302000000.0
65,ADP,"AUTOMATIC DATA PROCESSING, INC.",2015-06-30,10-K,2017-08-04,1639300000.0,,1452500000.0,10938500000.0,,,,,
61,ADP,"AUTOMATIC DATA PROCESSING, INC.",2015-03-31,10-K,2015-08-07,,,489600000.0,3024300000.0,,,,,
62,ADP,"AUTOMATIC DATA PROCESSING, INC.",2015-03-31,10-K,2016-08-05,,,489600000.0,3024300000.0,,,,,
59,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-12-31,10-K,2015-08-07,,,331500000.0,2653600000.0,,,,,
60,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-12-31,10-K,2016-08-05,,,331500000.0,2653600000.0,,,,,
57,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-09-30,10-K,2015-08-07,,,295200000.0,2566100000.0,,,,,
58,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-09-30,10-K,2016-08-05,,,295200000.0,2566100000.0,,,,,
53,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-06-30,10-K,2014-08-08,1983600000.0,,1515900000.0,3073700000.0,,480200000.0,6670200000.0,32051700000.0,25381500000.0
54,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-06-30,10-K,2015-08-07,1584000000.0,,288700000.0,2566600000.0,,480200000.0,6670200000.0,32059800000.0,25389600000.0
55,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-06-30,10-K,2016-08-05,1584000000.0,,1515900000.0,10226400000.0,,,,,
56,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-06-30,10-K,2017-08-04,1983600000.0,,,,,,,,
51,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-03-31,10-K,2014-08-08,,,,3320000000.0,,,,,
52,ADP,"AUTOMATIC DATA PROCESSING, INC.",2014-03-31,10-K,2015-08-07,,,521600000.0,2817800000.0,,,,,
49,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-12-31,10-K,2014-08-08,,,,2977900000.0,,,,,
50,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-12-31,10-K,2015-08-07,,,377000000.0,2486600000.0,,,,,
47,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-09-30,10-K,2014-08-08,,,,2834800000.0,,,,,
48,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-09-30,10-K,2015-08-07,,,328600000.0,2355400000.0,,,,,
44,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-06-30,10-K,2013-08-19,1699100000.0,,1405800000.0,2810500000.0,,482600000.0,6189900000.0,32268100000.0,26078200000.0
45,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-06-30,10-K,2014-08-08,1699100000.0,,1405800000.0,2802800000.0,,482600000.0,6189900000.0,32268100000.0,26078200000.0
46,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-06-30,10-K,2015-08-07,1404200000.0,,1405800000.0,9442000000.0,,,,,
42,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-03-31,10-K,2013-08-19,,,,3114300000.0,,,,,
43,ADP,"AUTOMATIC DATA PROCESSING, INC.",2013-03-31,10-K,2014-08-08,,,,3109300000.0,,,,,
40,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-12-31,10-K,2013-08-19,,,,2747800000.0,,,,,
41,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-12-31,10-K,2014-08-08,,,,2742800000.0,,,,,
38,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-09-30,10-K,2013-08-19,,,,2637500000.0,,,,,
39,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-09-30,10-K,2014-08-08,,,,2632700000.0,,,,,
35,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-06-30,10-K,2012-08-20,1548100000.0,,1388500000.0,2636600000.0,,484200000.0,6114000000.0,30815500000.0,24701500000.0
36,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-06-30,10-K,2013-08-19,1548100000.0,,1388500000.0,2623600000.0,,484200000.0,6114000000.0,30817400000.0,24703400000.0
37,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-06-30,10-K,2014-08-08,1548100000.0,,1388500000.0,10595400000.0,,,,,
33,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-03-31,10-K,2012-08-20,,,,2923100000.0,,,,,
34,ADP,"AUTOMATIC DATA PROCESSING, INC.",2012-03-31,10-K,2013-08-19,,,,2910900000.0,,,,,
31,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-12-31,10-K,2012-08-20,,,,2583000000.0,,,,,
32,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-12-31,10-K,2013-08-19,,,,2570700000.0,,,,,
29,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-09-30,10-K,2012-08-20,,,,2522500000.0,,,,,
30,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-09-30,10-K,2013-08-19,,,,2510900000.0,,,,,
25,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-06-30,10-K,2011-08-24,1389400000.0,37000000.0,1254200000.0,2507100000.0,,490800000.0,6010400000.0,34238300000.0,28227900000.0
26,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-06-30,10-K,2012-08-20,1389400000.0,,1254200000.0,2507100000.0,,490800000.0,6010400000.0,34238300000.0,28227900000.0
27,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-06-30,10-K,2013-08-19,1389400000.0,,1254200000.0,9833000000.0,,,,34112300000.0,
28,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-06-30,10-K,2014-08-08,1389400000.0,,,,,,,,
23,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-03-31,10-K,2011-08-24,,,,2737300000.0,,,,,
24,ADP,"AUTOMATIC DATA PROCESSING, INC.",2011-03-31,10-K,2012-08-20,,,,2737300000.0,,,,,
21,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-12-31,10-K,2011-08-24,,,,2405700000.0,,,,,
22,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-12-31,10-K,2012-08-20,,,,2405700000.0,,,,,
19,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-09-30,10-K,2011-08-24,,,,2229400000.0,,,,,
20,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-09-30,10-K,2012-08-20,,,,2229400000.0,,,,,
15,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-06-30,10-K,2010-08-25,1643300000.0,42600000.0,1211400000.0,2190300000.0,,492000000.0,5478900000.0,26862200000.0,21383300000.0
16,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-06-30,10-K,2011-08-24,1643300000.0,42600000.0,1211400000.0,2190300000.0,,492000000.0,5478900000.0,26862200000.0,21383300000.0
17,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-06-30,10-K,2012-08-20,1643300000.0,,1211400000.0,8927700000.0,,,,26862200000.0,
18,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-06-30,10-K,2013-08-19,1643300000.0,,,,,,,,
13,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-03-31,10-K,2010-08-25,,,,2443200000.0,,,,,
14,ADP,"AUTOMATIC DATA PROCESSING, INC.",2010-03-31,10-K,2011-08-24,,,,2443200000.0,,,,,
11,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-12-31,10-K,2010-08-25,,,,2198000000.0,,,,,
12,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-12-31,10-K,2011-08-24,,,,2198000000.0,,,,,
9,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-09-30,10-K,2010-08-25,,,,2096100000.0,,,,,
10,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-09-30,10-K,2011-08-24,,,,2096100000.0,,,,,
6,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-06-30,10-K,2010-08-25,2265300000.0,45500000.0,1332600000.0,2100800000.0,,501700000.0,5322600000.0,25351700000.0,20029100000.0
7,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-06-30,10-K,2011-08-24,2265300000.0,,1332600000.0,8838400000.0,,,,25351700000.0,
8,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-06-30,10-K,2012-08-20,2265300000.0,,,,,,,,
5,ADP,"AUTOMATIC DATA PROCESSING, INC.",2009-03-31,10-K,2010-08-25,,,,2368700000.0,,,,,
4,ADP,"AUTOMATIC DATA PROCESSING, INC.",2008-12-31,10-K,2010-08-25,,,,2195800000.0,,,,,
3,ADP,"AUTOMATIC DATA PROCESSING, INC.",2008-09-30,10-K,2010-08-25,,,,2173100000.0,,,,,
1,ADP,"AUTOMATIC DATA PROCESSING, INC.",2008-06-30,10-K,2010-08-25,917500000.0,,1235700000.0,8733700000.0,,,,23734400000.0,
2,ADP,"AUTOMATIC DATA PROCESSING, INC.",2008-06-30,10-K,2011-08-24,917500000.0,,,,,,,,
0,ADP,"AUTOMATIC DATA PROCESSING, INC.",2007-06-30,10-K,2010-08-25,1746100000.0,,,,,,,,
