,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets
115,AMGN,AMGEN INC,2020-09-30,10-K,2021-02-09,,,2021000000.0,,,,,,
114,AMGN,AMGEN INC,2020-06-30,10-K,2021-02-09,,,1803000000.0,,,,,,
113,AMGN,AMGEN INC,2020-03-31,10-K,2021-02-09,,,1825000000.0,,,,,,
109,AMGN,AMGEN INC,2019-12-31,10-K,2020-02-12,6037000000.0,29903000000.0,1703000000.0,9674000000.0,23362000000.0,,591400000.0,9673000000.0,59707000000.0
110,AMGN,AMGEN INC,2019-12-31,10-K,2021-02-09,6037000000.0,29903000000.0,1703000000.0,9674000000.0,23362000000.0,,591400000.0,9673000000.0,59707000000.0
111,AMGN,AMGEN INC,2019-12-31,10-K,2022-02-16,,,7842000000.0,9674000000.0,,23362000000.0,,9673000000.0,
112,AMGN,AMGEN INC,2019-12-31,10-K,2023-02-09,,,,,,,,9673000000.0,
107,AMGN,AMGEN INC,2019-09-30,10-K,2020-02-12,,,1968000000.0,,,,,,
108,AMGN,AMGEN INC,2019-09-30,10-K,2021-02-09,,,1968000000.0,,,,,,
105,AMGN,AMGEN INC,2019-06-30,10-K,2020-02-12,,,2179000000.0,,,,,,
106,AMGN,AMGEN INC,2019-06-30,10-K,2021-02-09,,,2179000000.0,,,,,,
103,AMGN,AMGEN INC,2019-03-31,10-K,2020-02-12,,,1992000000.0,,,,,,
104,AMGN,AMGEN INC,2019-03-31,10-K,2021-02-09,,,1992000000.0,,,,,,
99,AMGN,AMGEN INC,2018-12-31,10-K,2019-02-13,6945000000.0,33929000000.0,1928000000.0,10263000000.0,23747000000.0,,629600000.0,12500000000.0,66416000000.0
100,AMGN,AMGEN INC,2018-12-31,10-K,2020-02-12,6945000000.0,33929000000.0,1928000000.0,10263000000.0,23747000000.0,,629600000.0,12500000000.0,66416000000.0
101,AMGN,AMGEN INC,2018-12-31,10-K,2021-02-09,,,8394000000.0,10263000000.0,23747000000.0,,,12500000000.0,
102,AMGN,AMGEN INC,2018-12-31,10-K,2022-02-16,,,,,,,,12500000000.0,
97,AMGN,AMGEN INC,2018-09-30,10-K,2019-02-13,,,1859000000.0,,,,,,
98,AMGN,AMGEN INC,2018-09-30,10-K,2020-02-12,,,1859000000.0,,,,,,
95,AMGN,AMGEN INC,2018-06-30,10-K,2019-02-13,,,2296000000.0,,,,,,
96,AMGN,AMGEN INC,2018-06-30,10-K,2020-02-12,,,2296000000.0,,,,,,
93,AMGN,AMGEN INC,2018-03-31,10-K,2019-02-13,,,2311000000.0,,,,,,
94,AMGN,AMGEN INC,2018-03-31,10-K,2020-02-12,,,2311000000.0,,,,,,
89,AMGN,AMGEN INC,2017-12-31,10-K,2018-02-13,3800000000.0,35342000000.0,-4264000000.0,9973000000.0,22849000000.0,,722200000.0,25241000000.0,79954000000.0
90,AMGN,AMGEN INC,2017-12-31,10-K,2019-02-13,3800000000.0,35342000000.0,-4264000000.0,9973000000.0,22849000000.0,,722200000.0,25241000000.0,79954000000.0
91,AMGN,AMGEN INC,2017-12-31,10-K,2020-02-12,,,1979000000.0,9973000000.0,22849000000.0,,,25241000000.0,
92,AMGN,AMGEN INC,2017-12-31,10-K,2021-02-09,,,,,,,,25241000000.0,
87,AMGN,AMGEN INC,2017-09-30,10-K,2018-02-13,,,2021000000.0,,,,,,
88,AMGN,AMGEN INC,2017-09-30,10-K,2019-02-13,,,2021000000.0,,,,,,
85,AMGN,AMGEN INC,2017-06-30,10-K,2018-02-13,,,2151000000.0,,,,,,
86,AMGN,AMGEN INC,2017-06-30,10-K,2019-02-13,,,2151000000.0,,,,,,
83,AMGN,AMGEN INC,2017-03-31,10-K,2018-02-13,,,2071000000.0,,,,,,
84,AMGN,AMGEN INC,2017-03-31,10-K,2019-02-13,,,2071000000.0,,,,,,
79,AMGN,AMGEN INC,2016-12-31,10-K,2017-02-14,3241000000.0,34596000000.0,1935000000.0,9794000000.0,22991000000.0,,738200000.0,29875000000.0,77626000000.0
80,AMGN,AMGEN INC,2016-12-31,10-K,2018-02-13,3241000000.0,34596000000.0,1935000000.0,9794000000.0,22991000000.0,,738200000.0,29875000000.0,77626000000.0
81,AMGN,AMGEN INC,2016-12-31,10-K,2019-02-13,3241000000.0,,7722000000.0,9794000000.0,22991000000.0,,,29875000000.0,
82,AMGN,AMGEN INC,2016-12-31,10-K,2020-02-12,,,,,,,,29875000000.0,
77,AMGN,AMGEN INC,2016-09-30,10-K,2017-02-14,,,2017000000.0,,,,,,
78,AMGN,AMGEN INC,2016-09-30,10-K,2018-02-13,,,2017000000.0,,,,,,
75,AMGN,AMGEN INC,2016-06-30,10-K,2017-02-14,,,1870000000.0,,,,,,
76,AMGN,AMGEN INC,2016-06-30,10-K,2018-02-13,,,1870000000.0,,,,,,
73,AMGN,AMGEN INC,2016-03-31,10-K,2017-02-14,,,1900000000.0,,,,,,
74,AMGN,AMGEN INC,2016-03-31,10-K,2018-02-13,,,1900000000.0,,,,,,
69,AMGN,AMGEN INC,2015-12-31,10-K,2016-02-16,4144000000.0,31556000000.0,1800000000.0,8470000000.0,21662000000.0,,754000000.0,28083000000.0,71576000000.0
70,AMGN,AMGEN INC,2015-12-31,10-K,2017-02-14,4144000000.0,31429000000.0,1800000000.0,8470000000.0,21662000000.0,,754000000.0,28083000000.0,71449000000.0
71,AMGN,AMGEN INC,2015-12-31,10-K,2018-02-13,4144000000.0,,6939000000.0,8470000000.0,21662000000.0,,,28083000000.0,
72,AMGN,AMGEN INC,2015-12-31,10-K,2019-02-13,4144000000.0,,,,,,,28083000000.0,
67,AMGN,AMGEN INC,2015-09-30,10-K,2016-02-16,,,1863000000.0,,,,,,
68,AMGN,AMGEN INC,2015-09-30,10-K,2017-02-14,,,1863000000.0,,,,,,
65,AMGN,AMGEN INC,2015-06-30,10-K,2016-02-16,,,1653000000.0,,,,,,
66,AMGN,AMGEN INC,2015-06-30,10-K,2017-02-14,,,1653000000.0,,,,,,
63,AMGN,AMGEN INC,2015-03-31,10-K,2016-02-16,,,1623000000.0,,,,,,
64,AMGN,AMGEN INC,2015-03-31,10-K,2017-02-14,,,1623000000.0,,,,,,
59,AMGN,AMGEN INC,2014-12-31,10-K,2015-02-19,3731000000.0,30715000000.0,1294000000.0,6191000000.0,20063000000.0,,760400000.0,25778000000.0,69009000000.0
60,AMGN,AMGEN INC,2014-12-31,10-K,2016-02-16,3731000000.0,30715000000.0,1294000000.0,6191000000.0,20063000000.0,,760400000.0,25778000000.0,69009000000.0
61,AMGN,AMGEN INC,2014-12-31,10-K,2017-02-14,3731000000.0,,5158000000.0,6191000000.0,20063000000.0,,,25778000000.0,
62,AMGN,AMGEN INC,2014-12-31,10-K,2018-02-13,3731000000.0,,,,,,,25778000000.0,
57,AMGN,AMGEN INC,2014-09-30,10-K,2015-02-19,,,1244000000.0,,,,,,
58,AMGN,AMGEN INC,2014-09-30,10-K,2016-02-16,,,1244000000.0,,,,,,
55,AMGN,AMGEN INC,2014-06-30,10-K,2015-02-19,,,1547000000.0,,,,,,
56,AMGN,AMGEN INC,2014-06-30,10-K,2016-02-16,,,1547000000.0,,,,,,
53,AMGN,AMGEN INC,2014-03-31,10-K,2015-02-19,,,1073000000.0,,,,,,
54,AMGN,AMGEN INC,2014-03-31,10-K,2016-02-16,,,1073000000.0,,,,,,
49,AMGN,AMGEN INC,2013-12-31,10-K,2014-02-24,3805000000.0,32128000000.0,1021000000.0,5867000000.0,18676000000.0,,754600000.0,22096000000.0,66125000000.0
50,AMGN,AMGEN INC,2013-12-31,10-K,2015-02-19,3805000000.0,32128000000.0,1021000000.0,5867000000.0,18676000000.0,,754600000.0,22096000000.0,66125000000.0
51,AMGN,AMGEN INC,2013-12-31,10-K,2016-02-16,3805000000.0,,5081000000.0,5867000000.0,18676000000.0,,,22096000000.0,
52,AMGN,AMGEN INC,2013-12-31,10-K,2017-02-14,3805000000.0,,,,,,,22096000000.0,
47,AMGN,AMGEN INC,2013-09-30,10-K,2014-02-24,,,1368000000.0,,,,,,
48,AMGN,AMGEN INC,2013-09-30,10-K,2015-02-19,,,1368000000.0,,,,,,
45,AMGN,AMGEN INC,2013-06-30,10-K,2014-02-24,,,1258000000.0,,,,,,
46,AMGN,AMGEN INC,2013-06-30,10-K,2015-02-19,,,1258000000.0,,,,,,
43,AMGN,AMGEN INC,2013-03-31,10-K,2014-02-24,,,1434000000.0,,,,,,
44,AMGN,AMGEN INC,2013-03-31,10-K,2015-02-19,,,1434000000.0,,,,,,
39,AMGN,AMGEN INC,2012-12-31,10-K,2013-02-27,3257000000.0,26529000000.0,788000000.0,5577000000.0,17265000000.0,,756300000.0,19060000000.0,54298000000.0
40,AMGN,AMGEN INC,2012-12-31,10-K,2014-02-24,3257000000.0,26529000000.0,788000000.0,5577000000.0,17265000000.0,,756300000.0,19060000000.0,54298000000.0
41,AMGN,AMGEN INC,2012-12-31,10-K,2015-02-19,3257000000.0,,4345000000.0,5577000000.0,17265000000.0,,,19060000000.0,
42,AMGN,AMGEN INC,2012-12-31,10-K,2016-02-16,3257000000.0,,,,,,,19060000000.0,
37,AMGN,AMGEN INC,2012-09-30,10-K,2013-02-27,,,1107000000.0,,,,,,
38,AMGN,AMGEN INC,2012-09-30,10-K,2014-02-24,,,1107000000.0,,,,,,
35,AMGN,AMGEN INC,2012-06-30,10-K,2013-02-27,,,1266000000.0,,,,,,
36,AMGN,AMGEN INC,2012-06-30,10-K,2014-02-24,,,1266000000.0,,,,,,
33,AMGN,AMGEN INC,2012-03-31,10-K,2013-02-27,,,1184000000.0,,,,,,
34,AMGN,AMGEN INC,2012-03-31,10-K,2014-02-24,,,1184000000.0,,,,,,
29,AMGN,AMGEN INC,2011-12-31,10-K,2012-02-29,6946000000.0,21428000000.0,934000000.0,4312000000.0,15582000000.0,,795600000.0,19029000000.0,48871000000.0
30,AMGN,AMGEN INC,2011-12-31,10-K,2013-02-27,6946000000.0,21428000000.0,934000000.0,4312000000.0,15582000000.0,,795600000.0,19029000000.0,48871000000.0
31,AMGN,AMGEN INC,2011-12-31,10-K,2014-02-24,6946000000.0,,3683000000.0,4312000000.0,15582000000.0,,,19029000000.0,
32,AMGN,AMGEN INC,2011-12-31,10-K,2015-02-19,6946000000.0,,,,,,,19029000000.0,
27,AMGN,AMGEN INC,2011-09-30,10-K,2012-02-29,,,454000000.0,,,,,,
28,AMGN,AMGEN INC,2011-09-30,10-K,2013-02-27,,,454000000.0,,,,,,
25,AMGN,AMGEN INC,2011-06-30,10-K,2012-02-29,,,1170000000.0,,,,,,
26,AMGN,AMGEN INC,2011-06-30,10-K,2013-02-27,,,1170000000.0,,,,,,
23,AMGN,AMGEN INC,2011-03-31,10-K,2012-02-29,,,1125000000.0,,,,,,
24,AMGN,AMGEN INC,2011-03-31,10-K,2013-02-27,,,1125000000.0,,,,,,
19,AMGN,AMGEN INC,2010-12-31,10-K,2011-02-25,3287000000.0,13362000000.0,1022000000.0,5545000000.0,15053000000.0,,932000000.0,23944000000.0,43486000000.0
20,AMGN,AMGEN INC,2010-12-31,10-K,2012-02-29,3287000000.0,13362000000.0,1022000000.0,5545000000.0,15053000000.0,,932100000.0,23944000000.0,43486000000.0
21,AMGN,AMGEN INC,2010-12-31,10-K,2013-02-27,3287000000.0,,4627000000.0,5545000000.0,15053000000.0,,,23944000000.0,
22,AMGN,AMGEN INC,2010-12-31,10-K,2014-02-24,3287000000.0,,,,,,,23944000000.0,
17,AMGN,AMGEN INC,2010-09-30,10-K,2011-02-25,,,1236000000.0,,,,,,
18,AMGN,AMGEN INC,2010-09-30,10-K,2012-02-29,,,1236000000.0,,,,,,
15,AMGN,AMGEN INC,2010-06-30,10-K,2011-02-25,,,1202000000.0,,,,,,
16,AMGN,AMGEN INC,2010-06-30,10-K,2012-02-29,,,1202000000.0,,,,,,
13,AMGN,AMGEN INC,2010-03-31,10-K,2011-02-25,,,1167000000.0,,,,,,
14,AMGN,AMGEN INC,2010-03-31,10-K,2012-02-29,,,1167000000.0,,,,,,
9,AMGN,AMGEN INC,2009-12-31,10-K,2010-03-01,2884000000.0,,4605000000.0,5506000000.0,14642000000.0,,995000000.0,22667000000.0,39629000000.0
10,AMGN,AMGEN INC,2009-12-31,10-K,2011-02-25,2884000000.0,10601000000.0,931000000.0,5506000000.0,14642000000.0,,995000000.0,22667000000.0,39629000000.0
11,AMGN,AMGEN INC,2009-12-31,10-K,2012-02-29,2884000000.0,,4605000000.0,5506000000.0,14642000000.0,,,22667000000.0,
12,AMGN,AMGEN INC,2009-12-31,10-K,2013-02-27,2884000000.0,,,,,,,22667000000.0,
8,AMGN,AMGEN INC,2009-09-30,10-K,2011-02-25,,,1386000000.0,,,,,,
7,AMGN,AMGEN INC,2009-06-30,10-K,2011-02-25,,,1269000000.0,,,,,,
6,AMGN,AMGEN INC,2009-03-31,10-K,2011-02-25,,,1019000000.0,,,,,,
3,AMGN,AMGEN INC,2008-12-31,10-K,2010-03-01,1774000000.0,,4052000000.0,5214000000.0,15003000000.0,,1047000000.0,20885000000.0,36427000000.0
4,AMGN,AMGEN INC,2008-12-31,10-K,2011-02-25,1774000000.0,,4052000000.0,5214000000.0,15003000000.0,,,20885000000.0,
5,AMGN,AMGEN INC,2008-12-31,10-K,2012-02-29,1774000000.0,,,,,,,20885000000.0,
1,AMGN,AMGEN INC,2007-12-31,10-K,2010-03-01,2024000000.0,,3078000000.0,3980000000.0,14771000000.0,,,18512000000.0,
2,AMGN,AMGEN INC,2007-12-31,10-K,2011-02-25,2024000000.0,,,,,,,18512000000.0,
0,AMGN,AMGEN INC,2006-12-31,10-K,2010-03-01,1283000000.0,,,,,,,19841000000.0,
