,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
82,AXON,"Axon Enterprise, Inc.",2018-12-31,10-K,2021-02-26,349462000.0,,29205000.0,24841000.0,420068000.0,,467324000.0,,
83,AXON,"Axon Enterprise, Inc.",2018-12-31,10-K,2022-02-25,,,,,,,467324000.0,,
78,AXON,"Axon Enterprise, Inc.",2018-09-30,10-K,2019-02-27,,,5711000.0,,104836000.0,,,,
79,AXON,"Axon Enterprise, Inc.",2018-09-30,10-K,2020-02-28,,,5711000.0,,104836000.0,,,,
76,AXON,"Axon Enterprise, Inc.",2018-06-30,10-K,2019-02-27,,,8485000.0,,99226000.0,,,,
77,AXON,"Axon Enterprise, Inc.",2018-06-30,10-K,2020-02-28,,,8485000.0,,99226000.0,,,,
74,AXON,"Axon Enterprise, Inc.",2018-03-31,10-K,2019-02-27,,,12926000.0,,101215000.0,,,,
75,AXON,"Axon Enterprise, Inc.",2018-03-31,10-K,2020-02-28,,,12926000.0,,101215000.0,,,,
73,AXON,"Axon Enterprise, Inc.",2018-01-01,10-K,2019-02-27,,,,,,,142179000.0,169376000.0,153408000.0
69,AXON,"Axon Enterprise, Inc.",2017-12-31,10-K,2018-03-01,75105000.0,,-2071000.0,13023000.0,,52969869.0,167444000.0,338112000.0,170668000.0
70,AXON,"Axon Enterprise, Inc.",2017-12-31,10-K,2019-02-27,75105000.0,,-2071000.0,13023000.0,94651000.0,52969869.0,167444000.0,338112000.0,170668000.0
71,AXON,"Axon Enterprise, Inc.",2017-12-31,10-K,2020-02-28,75105000.0,,5207000.0,13023000.0,343798000.0,,167444000.0,,
72,AXON,"Axon Enterprise, Inc.",2017-12-31,10-K,2021-02-26,,,,,,,167444000.0,,
67,AXON,"Axon Enterprise, Inc.",2017-09-30,10-K,2018-03-01,,,422000.0,,,,,,
68,AXON,"Axon Enterprise, Inc.",2017-09-30,10-K,2019-02-27,,,422000.0,,90262000.0,,,,
65,AXON,"Axon Enterprise, Inc.",2017-06-30,10-K,2018-03-01,,,2276000.0,,,,,,
66,AXON,"Axon Enterprise, Inc.",2017-06-30,10-K,2019-02-27,,,2276000.0,,79643000.0,,,,
63,AXON,"Axon Enterprise, Inc.",2017-03-31,10-K,2018-03-01,,,4580000.0,,,,,,
64,AXON,"Axon Enterprise, Inc.",2017-03-31,10-K,2019-02-27,,,4580000.0,,79242000.0,,,,
59,AXON,"Axon Enterprise, Inc.",2016-12-31,10-K,2017-03-06,40651000.0,,6341000.0,31851000.0,,52325251.0,150888000.0,278163000.0,127275000.0
60,AXON,"Axon Enterprise, Inc.",2016-12-31,10-K,2018-03-01,40651000.0,,6341000.0,31851000.0,,52325251.0,150888000.0,278163000.0,127275000.0
61,AXON,"Axon Enterprise, Inc.",2016-12-31,10-K,2019-02-27,40651000.0,,17297000.0,31851000.0,268245000.0,,150888000.0,,
62,AXON,"Axon Enterprise, Inc.",2016-12-31,10-K,2020-02-28,,,,,,,150888000.0,,
57,AXON,"Axon Enterprise, Inc.",2016-09-30,10-K,2017-03-06,,,3843000.0,,,,,,
58,AXON,"Axon Enterprise, Inc.",2016-09-30,10-K,2018-03-01,,,3843000.0,,,,,,
55,AXON,"Axon Enterprise, Inc.",2016-06-30,10-K,2017-03-06,,,3650000.0,,,,,,
56,AXON,"Axon Enterprise, Inc.",2016-06-30,10-K,2018-03-01,,,3650000.0,,,,,,
53,AXON,"Axon Enterprise, Inc.",2016-03-31,10-K,2017-03-06,,,3463000.0,,,,,,
54,AXON,"Axon Enterprise, Inc.",2016-03-31,10-K,2018-03-01,,,3463000.0,,,,,,
49,AXON,"Axon Enterprise, Inc.",2015-12-31,10-K,2016-03-07,59526000.0,,5104000.0,35335000.0,,53692192.0,157004000.0,229881000.0,72877000.0
50,AXON,"Axon Enterprise, Inc.",2015-12-31,10-K,2017-03-06,59526000.0,,5104000.0,35335000.0,,53692192.0,157004000.0,229881000.0,72877000.0
51,AXON,"Axon Enterprise, Inc.",2015-12-31,10-K,2018-03-01,59526000.0,,19933000.0,35335000.0,,,157004000.0,,
52,AXON,"Axon Enterprise, Inc.",2015-12-31,10-K,2019-02-27,,,,,,,157004000.0,,
47,AXON,"Axon Enterprise, Inc.",2015-09-30,10-K,2016-03-07,,,1521000.0,,,,,,
48,AXON,"Axon Enterprise, Inc.",2015-09-30,10-K,2017-03-06,,,1521000.0,,,,,,
45,AXON,"Axon Enterprise, Inc.",2015-06-30,10-K,2016-03-07,,,6103000.0,,,,,,
46,AXON,"Axon Enterprise, Inc.",2015-06-30,10-K,2017-03-06,,,6103000.0,,,,,,
43,AXON,"Axon Enterprise, Inc.",2015-03-31,10-K,2016-03-07,,,7205000.0,,,,,,
44,AXON,"Axon Enterprise, Inc.",2015-03-31,10-K,2017-03-06,,,7205000.0,,,,,,
39,AXON,"Axon Enterprise, Inc.",2014-12-31,10-K,2015-03-12,48367000.0,,5086000.0,32505000.0,,53000867.0,129106000.0,185368000.0,56262000.0
40,AXON,"Axon Enterprise, Inc.",2014-12-31,10-K,2016-03-07,48367000.0,,5086000.0,32505000.0,,53000867.0,129106000.0,185368000.0,56262000.0
41,AXON,"Axon Enterprise, Inc.",2014-12-31,10-K,2017-03-06,48367000.0,,19918000.0,32505000.0,,,129106000.0,,
42,AXON,"Axon Enterprise, Inc.",2014-12-31,10-K,2018-03-01,48367000.0,,,,,,129106000.0,,
37,AXON,"Axon Enterprise, Inc.",2014-09-30,10-K,2015-03-12,,,7558000.0,,,,,,
38,AXON,"Axon Enterprise, Inc.",2014-09-30,10-K,2016-03-07,,,7558000.0,,,,,,
35,AXON,"Axon Enterprise, Inc.",2014-06-30,10-K,2015-03-12,,,3883000.0,,,,,,
36,AXON,"Axon Enterprise, Inc.",2014-06-30,10-K,2016-03-07,,,3883000.0,,,,,,
33,AXON,"Axon Enterprise, Inc.",2014-03-31,10-K,2015-03-12,,,3391000.0,,,,,,
34,AXON,"Axon Enterprise, Inc.",2014-03-31,10-K,2016-03-07,,,3391000.0,,,,,,
29,AXON,"Axon Enterprise, Inc.",2013-12-31,10-K,2014-03-10,42271000.0,,5375000.0,27948000.0,,52725247.0,108347000.0,148382000.0,40035000.0
30,AXON,"Axon Enterprise, Inc.",2013-12-31,10-K,2015-03-12,42271000.0,,5375000.0,27948000.0,,52725247.0,108347000.0,148382000.0,40035000.0
31,AXON,"Axon Enterprise, Inc.",2013-12-31,10-K,2016-03-07,42271000.0,,18244000.0,27948000.0,,,108347000.0,,
32,AXON,"Axon Enterprise, Inc.",2013-12-31,10-K,2017-03-06,42271000.0,,,,,,108347000.0,,
27,AXON,"Axon Enterprise, Inc.",2013-09-30,10-K,2014-03-10,,,5114000.0,,,,,,
28,AXON,"Axon Enterprise, Inc.",2013-09-30,10-K,2015-03-12,,,5114000.0,,,,,,
25,AXON,"Axon Enterprise, Inc.",2013-06-30,10-K,2014-03-10,,,4457000.0,,,,,,
26,AXON,"Axon Enterprise, Inc.",2013-06-30,10-K,2015-03-12,,,4457000.0,,,,,,
23,AXON,"Axon Enterprise, Inc.",2013-03-31,10-K,2014-03-10,,,3298000.0,,,,,,
24,AXON,"Axon Enterprise, Inc.",2013-03-31,10-K,2015-03-12,,,3298000.0,,,,,,
19,AXON,"Axon Enterprise, Inc.",2012-12-31,10-K,2013-03-08,36126791.0,,3814806.0,22528520.0,,52770392.0,87285046.0,116236251.0,28951205.0
20,AXON,"Axon Enterprise, Inc.",2012-12-31,10-K,2014-03-10,36127000.0,,3815000.0,22529000.0,,52770392.0,87285000.0,116236000.0,28951000.0
21,AXON,"Axon Enterprise, Inc.",2012-12-31,10-K,2015-03-12,36127000.0,,14738000.0,22529000.0,,,87285000.0,,
22,AXON,"Axon Enterprise, Inc.",2012-12-31,10-K,2016-03-07,36127000.0,,,,,,87285000.0,,
17,AXON,"Axon Enterprise, Inc.",2012-09-30,10-K,2013-03-08,,,3676871.0,,,,,,
18,AXON,"Axon Enterprise, Inc.",2012-09-30,10-K,2014-03-10,,,3677000.0,,,,,,
15,AXON,"Axon Enterprise, Inc.",2012-06-30,10-K,2013-03-08,,,3442247.0,,,,,,
16,AXON,"Axon Enterprise, Inc.",2012-06-30,10-K,2014-03-10,,,3442000.0,,,,,,
13,AXON,"Axon Enterprise, Inc.",2012-03-31,10-K,2013-03-08,,,3803818.0,,,,,,
14,AXON,"Axon Enterprise, Inc.",2012-03-31,10-K,2014-03-10,,,3804000.0,,,,,,
9,AXON,"Axon Enterprise, Inc.",2011-12-31,10-K,2012-03-13,21300733.0,,-7039866.0,-10915933.0,,55696608.0,82455554.0,104962751.0,22507197.0
10,AXON,"Axon Enterprise, Inc.",2011-12-31,10-K,2013-03-08,21300733.0,,-5901051.0,-10915933.0,,55696608.0,82455554.0,104962751.0,22507197.0
11,AXON,"Axon Enterprise, Inc.",2011-12-31,10-K,2014-03-10,21301000.0,,-7040000.0,-10916000.0,,,82455000.0,,
12,AXON,"Axon Enterprise, Inc.",2011-12-31,10-K,2015-03-12,21301000.0,,,,,,82455000.0,,
8,AXON,"Axon Enterprise, Inc.",2011-09-30,10-K,2013-03-08,,,1136285.0,,,,,,
7,AXON,"Axon Enterprise, Inc.",2011-06-30,10-K,2013-03-08,,,-2294832.0,,,,,,
6,AXON,"Axon Enterprise, Inc.",2011-03-31,10-K,2013-03-08,,,19732.0,,,,,,
3,AXON,"Axon Enterprise, Inc.",2010-12-31,10-K,2012-03-13,42684241.0,,-4384435.0,-5139639.0,,62621268.0,117564241.0,136186935.0,18622694.0
4,AXON,"Axon Enterprise, Inc.",2010-12-31,10-K,2013-03-08,42684241.0,,-4384435.0,-5139639.0,,,117564241.0,,
5,AXON,"Axon Enterprise, Inc.",2010-12-31,10-K,2014-03-10,42684000.0,,,,,,117564000.0,,
1,AXON,"Axon Enterprise, Inc.",2009-12-31,10-K,2012-03-13,45505049.0,,-1106.0,-79174.0,,,117701196.0,,
2,AXON,"Axon Enterprise, Inc.",2009-12-31,10-K,2013-03-08,45505049.0,,,,,,117701196.0,,
0,AXON,"Axon Enterprise, Inc.",2008-12-31,10-K,2012-03-13,46880435.0,,,,,,112526262.0,,
