,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets
104,MTCH,"Match Group, Inc.",2020-03-31,10-K,2022-02-24,,,,137372000.0,544642000.0,,,,
99,MTCH,"Match Group, Inc.",2019-12-31,10-K,2020-02-28,3139295000.0,3540000000.0,,161298000.0,4757055000.0,1217680000.0,,2928042000.0,8332825000.0
100,MTCH,"Match Group, Inc.",2019-12-31,10-K,2021-02-25,465676000.0,2889626000.0,,181349000.0,547167000.0,2051258000.0,,2928042000.0,8364803000.0
101,MTCH,"Match Group, Inc.",2019-12-31,10-K,2022-02-24,465676000.0,,,645454000.0,2051258000.0,2051258000.0,,,
102,MTCH,"Match Group, Inc.",2019-12-31,10-K,2023-02-24,465676000.0,,,,,,,,
97,MTCH,"Match Group, Inc.",2019-09-30,10-K,2020-02-28,,,,185852000.0,,1246874000.0,,,
98,MTCH,"Match Group, Inc.",2019-09-30,10-K,2021-02-25,,,,175236000.0,541493000.0,,,,
95,MTCH,"Match Group, Inc.",2019-06-30,10-K,2020-02-28,,,,154310000.0,,1186658000.0,,,
96,MTCH,"Match Group, Inc.",2019-06-30,10-K,2021-02-25,,,,171309000.0,497973000.0,,,,
93,MTCH,"Match Group, Inc.",2019-03-31,10-K,2020-02-28,,,,79873000.0,,1105843000.0,,,
94,MTCH,"Match Group, Inc.",2019-03-31,10-K,2021-02-25,,,,117560000.0,464625000.0,,,,
89,MTCH,"Match Group, Inc.",2018-12-31,10-K,2019-03-01,2131632000.0,2348239000.0,,133920000.0,4262892000.0,1104103000.0,,2843125000.0,6874585000.0
90,MTCH,"Match Group, Inc.",2018-12-31,10-K,2020-02-28,2131632000.0,,,133920000.0,4262892000.0,1104103000.0,,2843125000.0,6874585000.0
91,MTCH,"Match Group, Inc.",2018-12-31,10-K,2021-02-25,186947000.0,,,549469000.0,1729850000.0,1729850000.0,,,
92,MTCH,"Match Group, Inc.",2018-12-31,10-K,2022-02-24,186947000.0,,,,,,,,
87,MTCH,"Match Group, Inc.",2018-09-30,10-K,2019-03-01,,,,172832000.0,,1104592000.0,,,
88,MTCH,"Match Group, Inc.",2018-09-30,10-K,2020-02-28,,,,172832000.0,,1104592000.0,,,
85,MTCH,"Match Group, Inc.",2018-06-30,10-K,2019-03-01,,,,168437000.0,,1059122000.0,,,
86,MTCH,"Match Group, Inc.",2018-06-30,10-K,2020-02-28,,,,168437000.0,,1059122000.0,,,
83,MTCH,"Match Group, Inc.",2018-03-31,10-K,2019-03-01,,,,89950000.0,,995075000.0,,,
84,MTCH,"Match Group, Inc.",2018-03-31,10-K,2020-02-28,,,,89950000.0,,995075000.0,,,
79,MTCH,"Match Group, Inc.",2017-12-31,10-K,2018-03-01,1630809000.0,2102359000.0,,94360000.0,950585000.0,,,2430028000.0,5867810000.0
80,MTCH,"Match Group, Inc.",2017-12-31,10-K,2019-03-01,1630809000.0,,,94360000.0,3307239000.0,950585000.0,,2430028000.0,5867810000.0
81,MTCH,"Match Group, Inc.",2017-12-31,10-K,2020-02-28,1630809000.0,,,188466000.0,3307239000.0,3307239000.0,,,
82,MTCH,"Match Group, Inc.",2017-12-31,10-K,2021-02-25,272624000.0,,,,,,,,
77,MTCH,"Match Group, Inc.",2017-09-30,10-K,2018-03-01,,,,-18589000.0,828434000.0,,,,
78,MTCH,"Match Group, Inc.",2017-09-30,10-K,2019-03-01,,,,-18589000.0,,828434000.0,,,
75,MTCH,"Match Group, Inc.",2017-06-30,10-K,2018-03-01,,,,75635000.0,767387000.0,,,,
76,MTCH,"Match Group, Inc.",2017-06-30,10-K,2019-03-01,,,,75635000.0,,767387000.0,,,
73,MTCH,"Match Group, Inc.",2017-03-31,10-K,2018-03-01,,,,37060000.0,760833000.0,,,,
74,MTCH,"Match Group, Inc.",2017-03-31,10-K,2019-03-01,,,,37060000.0,,760833000.0,,,
69,MTCH,"Match Group, Inc.",2016-12-31,10-K,2017-02-28,1329187000.0,1623495000.0,,112820000.0,811162000.0,,,1869222000.0,4645873000.0
70,MTCH,"Match Group, Inc.",2016-12-31,10-K,2018-03-01,1329187000.0,,,112820000.0,811162000.0,,,1869222000.0,4645873000.0
71,MTCH,"Match Group, Inc.",2016-12-31,10-K,2019-03-01,1329187000.0,,,-32625000.0,3139882000.0,3139882000.0,,,
72,MTCH,"Match Group, Inc.",2016-12-31,10-K,2020-02-28,1329187000.0,,,,,,,,
67,MTCH,"Match Group, Inc.",2016-09-30,10-K,2017-02-28,,,,85584000.0,764102000.0,,,,
68,MTCH,"Match Group, Inc.",2016-09-30,10-K,2018-03-01,,,,85584000.0,764102000.0,,,,
65,MTCH,"Match Group, Inc.",2016-06-30,10-K,2017-02-28,,,,-252446000.0,745439000.0,,,,
66,MTCH,"Match Group, Inc.",2016-06-30,10-K,2018-03-01,,,,-252446000.0,745439000.0,,,,
63,MTCH,"Match Group, Inc.",2016-03-31,10-K,2017-02-28,,,,21417000.0,819179000.0,,,,
64,MTCH,"Match Group, Inc.",2016-03-31,10-K,2018-03-01,,,,21417000.0,819179000.0,,,,
59,MTCH,"Match Group, Inc.",2015-12-31,10-K,2016-02-29,1481447000.0,1799904000.0,,-5430000.0,848728000.0,,,1804526000.0,5209950000.0
60,MTCH,"Match Group, Inc.",2015-12-31,10-K,2017-02-28,1481447000.0,,,-5430000.0,848728000.0,,,1804526000.0,5188691000.0
61,MTCH,"Match Group, Inc.",2015-12-31,10-K,2018-03-01,1481447000.0,,,179588000.0,3230933000.0,,,,
62,MTCH,"Match Group, Inc.",2015-12-31,10-K,2019-03-01,1481447000.0,,,,,,,,
57,MTCH,"Match Group, Inc.",2015-09-30,10-K,2016-02-29,,,,87130000.0,838561000.0,,,,
58,MTCH,"Match Group, Inc.",2015-09-30,10-K,2017-02-28,,,,87130000.0,838561000.0,,,,
55,MTCH,"Match Group, Inc.",2015-06-30,10-K,2016-02-29,,,,62769000.0,771132000.0,,,,
56,MTCH,"Match Group, Inc.",2015-06-30,10-K,2017-02-28,,,,62769000.0,771132000.0,,,,
53,MTCH,"Match Group, Inc.",2015-03-31,10-K,2016-02-29,,,,35119000.0,772512000.0,,,,
54,MTCH,"Match Group, Inc.",2015-03-31,10-K,2017-02-28,,,,35119000.0,772512000.0,,,,
49,MTCH,"Match Group, Inc.",2014-12-31,10-K,2015-02-27,990405000.0,1080000000.0,,110372000.0,830754000.0,,,1991953000.0,4274878000.0
50,MTCH,"Match Group, Inc.",2014-12-31,10-K,2016-02-29,990405000.0,1080000000.0,,110372000.0,830754000.0,,,1991953000.0,4256885000.0
51,MTCH,"Match Group, Inc.",2014-12-31,10-K,2017-02-28,990405000.0,,,378727000.0,3109547000.0,,,,
52,MTCH,"Match Group, Inc.",2014-12-31,10-K,2018-03-01,990405000.0,,,,,,,,
47,MTCH,"Match Group, Inc.",2014-09-30,10-K,2015-02-27,,,,100953000.0,782231000.0,,,,
48,MTCH,"Match Group, Inc.",2014-09-30,10-K,2016-02-29,,,,100953000.0,782231000.0,,,,
45,MTCH,"Match Group, Inc.",2014-06-30,10-K,2015-02-27,,,,95690000.0,756315000.0,,,,
46,MTCH,"Match Group, Inc.",2014-06-30,10-K,2016-02-29,,,,95690000.0,756315000.0,,,,
43,MTCH,"Match Group, Inc.",2014-03-31,10-K,2015-02-27,,,,71712000.0,740247000.0,,,,
44,MTCH,"Match Group, Inc.",2014-03-31,10-K,2016-02-29,,,,71712000.0,740247000.0,,,,
39,MTCH,"Match Group, Inc.",2013-12-31,10-K,2014-02-26,1100444000.0,1080000000.0,,112952000.0,724455000.0,,,1686736000.0,4234684000.0
40,MTCH,"Match Group, Inc.",2013-12-31,10-K,2015-02-27,1100444000.0,1080000000.0,,112952000.0,724455000.0,,,1686736000.0,4234684000.0
41,MTCH,"Match Group, Inc.",2013-12-31,10-K,2016-02-29,1100444000.0,,,426203000.0,3022987000.0,,,,
42,MTCH,"Match Group, Inc.",2013-12-31,10-K,2017-02-28,1100444000.0,,,,,,,,
37,MTCH,"Match Group, Inc.",2013-09-30,10-K,2014-02-26,,,,122004000.0,756872000.0,,,,
38,MTCH,"Match Group, Inc.",2013-09-30,10-K,2015-02-27,,,,122004000.0,756872000.0,,,,
35,MTCH,"Match Group, Inc.",2013-06-30,10-K,2014-02-26,,,,106696000.0,799411000.0,,,,
36,MTCH,"Match Group, Inc.",2013-06-30,10-K,2015-02-27,,,,106696000.0,799411000.0,,,,
33,MTCH,"Match Group, Inc.",2013-03-31,10-K,2014-02-26,,,,84551000.0,742249000.0,,,,
34,MTCH,"Match Group, Inc.",2013-03-31,10-K,2015-02-27,,,,84551000.0,742249000.0,,,,
29,MTCH,"Match Group, Inc.",2012-12-31,10-K,2013-03-01,749977000.0,595844000.0,,85294000.0,765251000.0,,,1655728000.0,3805828000.0
30,MTCH,"Match Group, Inc.",2012-12-31,10-K,2014-02-26,749977000.0,595844000.0,,85294000.0,765251000.0,,,1655728000.0,3805828000.0
31,MTCH,"Match Group, Inc.",2012-12-31,10-K,2015-02-27,749977000.0,,,323568000.0,2800933000.0,,,,
32,MTCH,"Match Group, Inc.",2012-12-31,10-K,2016-02-29,749977000.0,,,,,,,,
27,MTCH,"Match Group, Inc.",2012-09-30,10-K,2013-03-01,,,,78033000.0,714470000.0,,,,
28,MTCH,"Match Group, Inc.",2012-09-30,10-K,2014-02-26,,,,78033000.0,714470000.0,,,,
25,MTCH,"Match Group, Inc.",2012-06-30,10-K,2013-03-01,,,,97476000.0,680612000.0,,,,
26,MTCH,"Match Group, Inc.",2012-06-30,10-K,2014-02-26,,,,97476000.0,680612000.0,,,,
23,MTCH,"Match Group, Inc.",2012-03-31,10-K,2013-03-01,,,,62765000.0,640600000.0,,,,
24,MTCH,"Match Group, Inc.",2012-03-31,10-K,2014-02-26,,,,62765000.0,640600000.0,,,,
19,MTCH,"Match Group, Inc.",2011-12-31,10-K,2012-02-29,704153000.0,,,55455000.0,596943000.0,,,1905049000.0,3409865000.0
20,MTCH,"Match Group, Inc.",2011-12-31,10-K,2013-03-01,704153000.0,95844000.0,,55455000.0,596943000.0,,,1905049000.0,3409865000.0
21,MTCH,"Match Group, Inc.",2011-12-31,10-K,2014-02-26,704153000.0,,,197762000.0,2059444000.0,,,,
22,MTCH,"Match Group, Inc.",2011-12-31,10-K,2015-02-27,704153000.0,,,,,,,,
17,MTCH,"Match Group, Inc.",2011-09-30,10-K,2012-02-29,,,,46740000.0,516884000.0,,,,
18,MTCH,"Match Group, Inc.",2011-09-30,10-K,2013-03-01,,,,46740000.0,516884000.0,,,,
15,MTCH,"Match Group, Inc.",2011-06-30,10-K,2012-02-29,,,,58231000.0,485404000.0,,,,
16,MTCH,"Match Group, Inc.",2011-06-30,10-K,2013-03-01,,,,58231000.0,485404000.0,,,,
13,MTCH,"Match Group, Inc.",2011-03-31,10-K,2012-02-29,,,,37336000.0,460213000.0,,,,
14,MTCH,"Match Group, Inc.",2011-03-31,10-K,2013-03-01,,,,37336000.0,460213000.0,,,,
9,MTCH,"Match Group, Inc.",2010-12-31,10-K,2011-03-01,742099000.0,,99359000.0,49795000.0,1636815000.0,,,,3439554000.0
10,MTCH,"Match Group, Inc.",2010-12-31,10-K,2012-02-29,742099000.0,,,-21447000.0,451427000.0,,,2050068000.0,3329079000.0
11,MTCH,"Match Group, Inc.",2010-12-31,10-K,2013-03-01,742099000.0,,,49795000.0,1636815000.0,,,,
12,MTCH,"Match Group, Inc.",2010-12-31,10-K,2014-02-26,742099000.0,,,,,,,,
8,MTCH,"Match Group, Inc.",2010-09-30,10-K,2012-02-29,,,,37684000.0,412966000.0,,,,
7,MTCH,"Match Group, Inc.",2010-06-30,10-K,2012-02-29,,,,24633000.0,394244000.0,,,,
6,MTCH,"Match Group, Inc.",2010-03-31,10-K,2012-02-29,,,,8925000.0,378178000.0,,,,
3,MTCH,"Match Group, Inc.",2009-12-31,10-K,2011-03-01,1245997000.0,,-978822000.0,-1037987000.0,1346695000.0,,,,4015889000.0
4,MTCH,"Match Group, Inc.",2009-12-31,10-K,2012-02-29,1245997000.0,,,-1037987000.0,1346695000.0,,,,
5,MTCH,"Match Group, Inc.",2009-12-31,10-K,2013-03-01,1245997000.0,,,,,,,,
1,MTCH,"Match Group, Inc.",2008-12-31,10-K,2011-03-01,1744994000.0,,-156201000.0,-44254000.0,1410078000.0,,,,
2,MTCH,"Match Group, Inc.",2008-12-31,10-K,2012-02-29,1744994000.0,,,,,,,,
0,MTCH,"Match Group, Inc.",2007-12-31,10-K,2011-03-01,1585302000.0,,,,,,,,
