,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets
101,CMS,CMS ENERGY CORPORATION,2020-09-30,10-K,2022-02-10,,,,340000000.0,1507000000.0,,,,
98,CMS,CMS ENERGY CORPORATION,2020-06-30,10-K,2021-02-11,,,136000000.0,273000000.0,1443000000.0,,,,
99,CMS,CMS ENERGY CORPORATION,2020-06-30,10-K,2022-02-10,,,,248000000.0,1382000000.0,,,,
96,CMS,CMS ENERGY CORPORATION,2020-03-31,10-K,2021-02-11,,,243000000.0,368000000.0,1864000000.0,,,,
97,CMS,CMS ENERGY CORPORATION,2020-03-31,10-K,2022-02-10,,,,335000000.0,1802000000.0,,,,
93,CMS,CMS ENERGY CORPORATION,2019-12-31,10-K,2020-02-06,140000000.0,,167000000.0,311000000.0,1795000000.0,6403000000.0,283900000.0,5018000000.0,26837000000.0
94,CMS,CMS ENERGY CORPORATION,2019-12-31,10-K,2021-02-11,140000000.0,,167000000.0,311000000.0,1795000000.0,6403000000.0,283900000.0,5018000000.0,26837000000.0
95,CMS,CMS ENERGY CORPORATION,2019-12-31,10-K,2022-02-10,,,680000000.0,1115000000.0,6624000000.0,6403000000.0,,,26837000000.0
91,CMS,CMS ENERGY CORPORATION,2019-09-30,10-K,2020-02-06,,,207000000.0,351000000.0,1546000000.0,,,,
92,CMS,CMS ENERGY CORPORATION,2019-09-30,10-K,2021-02-11,,,207000000.0,351000000.0,1546000000.0,,,,
89,CMS,CMS ENERGY CORPORATION,2019-06-30,10-K,2020-02-06,,,93000000.0,218000000.0,1445000000.0,,,,
90,CMS,CMS ENERGY CORPORATION,2019-06-30,10-K,2021-02-11,,,93000000.0,218000000.0,1445000000.0,,,,
87,CMS,CMS ENERGY CORPORATION,2019-03-31,10-K,2020-02-06,,,213000000.0,359000000.0,2059000000.0,,,,
88,CMS,CMS ENERGY CORPORATION,2019-03-31,10-K,2021-02-11,,,213000000.0,359000000.0,2059000000.0,,,,
84,CMS,CMS ENERGY CORPORATION,2018-12-31,10-K,2019-02-05,153000000.0,,108000000.0,250000000.0,1829000000.0,6502000000.0,283400000.0,4755000000.0,24529000000.0
85,CMS,CMS ENERGY CORPORATION,2018-12-31,10-K,2020-02-06,153000000.0,,108000000.0,250000000.0,1829000000.0,6502000000.0,283400000.0,4755000000.0,24529000000.0
86,CMS,CMS ENERGY CORPORATION,2018-12-31,10-K,2021-02-11,,,657000000.0,1162000000.0,6873000000.0,6502000000.0,,,24529000000.0
82,CMS,CMS ENERGY CORPORATION,2018-09-30,10-K,2019-02-05,,,169000000.0,294000000.0,1599000000.0,,,,
83,CMS,CMS ENERGY CORPORATION,2018-09-30,10-K,2020-02-06,,,169000000.0,294000000.0,1599000000.0,,,,
80,CMS,CMS ENERGY CORPORATION,2018-06-30,10-K,2019-02-05,,,139000000.0,255000000.0,1492000000.0,,,,
81,CMS,CMS ENERGY CORPORATION,2018-06-30,10-K,2020-02-06,,,139000000.0,255000000.0,1492000000.0,,,,
78,CMS,CMS ENERGY CORPORATION,2018-03-31,10-K,2019-02-05,,,241000000.0,363000000.0,1953000000.0,,,,
79,CMS,CMS ENERGY CORPORATION,2018-03-31,10-K,2020-02-06,,,241000000.0,363000000.0,1953000000.0,,,,
75,CMS,CMS ENERGY CORPORATION,2017-12-31,10-K,2018-02-14,182000000.0,,-3000000.0,379000000.0,1778000000.0,,281600000.0,4441000000.0,23050000000.0
76,CMS,CMS ENERGY CORPORATION,2017-12-31,10-K,2019-02-05,182000000.0,,-3000000.0,379000000.0,1778000000.0,,281600000.0,4441000000.0,23050000000.0
77,CMS,CMS ENERGY CORPORATION,2017-12-31,10-K,2020-02-06,,,460000000.0,1338000000.0,6583000000.0,,,,23050000000.0
73,CMS,CMS ENERGY CORPORATION,2017-09-30,10-K,2018-02-14,,,172000000.0,330000000.0,1527000000.0,,,,
74,CMS,CMS ENERGY CORPORATION,2017-09-30,10-K,2019-02-05,,,172000000.0,330000000.0,1527000000.0,,,,
71,CMS,CMS ENERGY CORPORATION,2017-06-30,10-K,2018-02-14,,,92000000.0,241000000.0,1449000000.0,,,,
72,CMS,CMS ENERGY CORPORATION,2017-06-30,10-K,2019-02-05,,,92000000.0,241000000.0,1449000000.0,,,,
69,CMS,CMS ENERGY CORPORATION,2017-03-31,10-K,2018-02-14,,,199000000.0,388000000.0,1829000000.0,,,,
70,CMS,CMS ENERGY CORPORATION,2017-03-31,10-K,2019-02-05,,,199000000.0,388000000.0,1829000000.0,,,,
66,CMS,CMS ENERGY CORPORATION,2016-12-31,10-K,2017-02-07,235000000.0,,77000000.0,290000000.0,1640000000.0,,279200000.0,4253000000.0,21622000000.0
67,CMS,CMS ENERGY CORPORATION,2016-12-31,10-K,2018-02-14,235000000.0,,77000000.0,280000000.0,1640000000.0,,279200000.0,4253000000.0,21622000000.0
68,CMS,CMS ENERGY CORPORATION,2016-12-31,10-K,2019-02-05,,,551000000.0,1256000000.0,6399000000.0,,,,21622000000.0
64,CMS,CMS ENERGY CORPORATION,2016-09-30,10-K,2017-02-07,,,186000000.0,386000000.0,1587000000.0,,,,
65,CMS,CMS ENERGY CORPORATION,2016-09-30,10-K,2018-02-14,,,186000000.0,375000000.0,1587000000.0,,,,
62,CMS,CMS ENERGY CORPORATION,2016-06-30,10-K,2017-02-07,,,124000000.0,285000000.0,1371000000.0,,,,
63,CMS,CMS ENERGY CORPORATION,2016-06-30,10-K,2018-02-14,,,124000000.0,275000000.0,1371000000.0,,,,
60,CMS,CMS ENERGY CORPORATION,2016-03-31,10-K,2017-02-07,,,164000000.0,336000000.0,1801000000.0,,,,
61,CMS,CMS ENERGY CORPORATION,2016-03-31,10-K,2018-02-14,,,164000000.0,326000000.0,1801000000.0,,,,
57,CMS,CMS ENERGY CORPORATION,2015-12-31,10-K,2016-02-11,266000000.0,,106000000.0,245000000.0,1509000000.0,,277200000.0,3938000000.0,20340000000.0
58,CMS,CMS ENERGY CORPORATION,2015-12-31,10-K,2017-02-07,266000000.0,,106000000.0,245000000.0,1509000000.0,,277200000.0,3938000000.0,20299000000.0
59,CMS,CMS ENERGY CORPORATION,2015-12-31,10-K,2018-02-14,,,523000000.0,1178000000.0,6456000000.0,,,,20299000000.0
55,CMS,CMS ENERGY CORPORATION,2015-09-30,10-K,2016-02-11,,,148000000.0,317000000.0,1486000000.0,,,,
56,CMS,CMS ENERGY CORPORATION,2015-09-30,10-K,2017-02-07,,,148000000.0,317000000.0,1486000000.0,,,,
53,CMS,CMS ENERGY CORPORATION,2015-06-30,10-K,2016-02-11,,,67000000.0,204000000.0,1350000000.0,,,,
54,CMS,CMS ENERGY CORPORATION,2015-06-30,10-K,2017-02-07,,,67000000.0,204000000.0,1350000000.0,,,,
51,CMS,CMS ENERGY CORPORATION,2015-03-31,10-K,2016-02-11,,,202000000.0,397000000.0,2111000000.0,,,,
52,CMS,CMS ENERGY CORPORATION,2015-03-31,10-K,2017-02-07,,,202000000.0,397000000.0,2111000000.0,,,,
48,CMS,CMS ENERGY CORPORATION,2014-12-31,10-K,2015-02-05,207000000.0,,96000000.0,273000000.0,1758000000.0,,275200000.0,3670000000.0,19185000000.0
49,CMS,CMS ENERGY CORPORATION,2014-12-31,10-K,2016-02-11,207000000.0,,96000000.0,273000000.0,1758000000.0,,275200000.0,3670000000.0,19185000000.0
50,CMS,CMS ENERGY CORPORATION,2014-12-31,10-K,2017-02-07,,,477000000.0,1152000000.0,7179000000.0,,,,19143000000.0
46,CMS,CMS ENERGY CORPORATION,2014-09-30,10-K,2015-02-05,,,94000000.0,236000000.0,1430000000.0,,,,
47,CMS,CMS ENERGY CORPORATION,2014-09-30,10-K,2016-02-11,,,94000000.0,236000000.0,1430000000.0,,,,
44,CMS,CMS ENERGY CORPORATION,2014-06-30,10-K,2015-02-05,,,83000000.0,235000000.0,1468000000.0,,,,
45,CMS,CMS ENERGY CORPORATION,2014-06-30,10-K,2016-02-11,,,83000000.0,235000000.0,1468000000.0,,,,
42,CMS,CMS ENERGY CORPORATION,2014-03-31,10-K,2015-02-05,,,204000000.0,408000000.0,2523000000.0,,,,
43,CMS,CMS ENERGY CORPORATION,2014-03-31,10-K,2016-02-11,,,204000000.0,408000000.0,2523000000.0,,,,
39,CMS,CMS ENERGY CORPORATION,2013-12-31,10-K,2014-02-06,172000000.0,7642000000.0,,264000000.0,1736000000.0,,266100000.0,3454000000.0,17416000000.0
40,CMS,CMS ENERGY CORPORATION,2013-12-31,10-K,2015-02-05,172000000.0,,102000000.0,264000000.0,1736000000.0,,266100000.0,3454000000.0,17416000000.0
41,CMS,CMS ENERGY CORPORATION,2013-12-31,10-K,2016-02-11,172000000.0,,452000000.0,1142000000.0,6566000000.0,,,,17290000000.0
37,CMS,CMS ENERGY CORPORATION,2013-09-30,10-K,2014-02-06,,,,317000000.0,1445000000.0,,,,
38,CMS,CMS ENERGY CORPORATION,2013-09-30,10-K,2015-02-05,,,126000000.0,317000000.0,1445000000.0,,,,
35,CMS,CMS ENERGY CORPORATION,2013-06-30,10-K,2014-02-06,,,,232000000.0,1406000000.0,,,,
36,CMS,CMS ENERGY CORPORATION,2013-06-30,10-K,2015-02-05,,,80000000.0,232000000.0,1406000000.0,,,,
33,CMS,CMS ENERGY CORPORATION,2013-03-31,10-K,2014-02-06,,,,329000000.0,1979000000.0,,,,
34,CMS,CMS ENERGY CORPORATION,2013-03-31,10-K,2015-02-05,,,144000000.0,329000000.0,1979000000.0,,,,
29,CMS,CMS ENERGY CORPORATION,2012-12-31,10-K,2013-02-21,93000000.0,7229000000.0,67000000.0,212000000.0,1670000000.0,,264100000.0,3194000000.0,17131000000.0
30,CMS,CMS ENERGY CORPORATION,2012-12-31,10-K,2014-02-06,93000000.0,7229000000.0,,212000000.0,1670000000.0,,264100000.0,3194000000.0,17131000000.0
31,CMS,CMS ENERGY CORPORATION,2012-12-31,10-K,2015-02-05,93000000.0,,382000000.0,1003000000.0,6253000000.0,,,,17131000000.0
32,CMS,CMS ENERGY CORPORATION,2012-12-31,10-K,2016-02-11,93000000.0,,,,,,,,
27,CMS,CMS ENERGY CORPORATION,2012-09-30,10-K,2013-02-21,,,148000000.0,343000000.0,1507000000.0,,,,
28,CMS,CMS ENERGY CORPORATION,2012-09-30,10-K,2014-02-06,,,,343000000.0,1507000000.0,,,,
25,CMS,CMS ENERGY CORPORATION,2012-06-30,10-K,2013-02-21,,,100000000.0,260000000.0,1333000000.0,,,,
26,CMS,CMS ENERGY CORPORATION,2012-06-30,10-K,2014-02-06,,,,260000000.0,1333000000.0,,,,
23,CMS,CMS ENERGY CORPORATION,2012-03-31,10-K,2013-02-21,,,67000000.0,188000000.0,1743000000.0,,,,
24,CMS,CMS ENERGY CORPORATION,2012-03-31,10-K,2014-02-06,,,,188000000.0,1743000000.0,,,,
19,CMS,CMS ENERGY CORPORATION,2011-12-31,10-K,2012-02-23,161000000.0,7073000000.0,41000000.0,174000000.0,1620000000.0,,254100000.0,3028000000.0,16452000000.0
20,CMS,CMS ENERGY CORPORATION,2011-12-31,10-K,2013-02-21,161000000.0,7073000000.0,41000000.0,174000000.0,1620000000.0,,254100000.0,3028000000.0,16452000000.0
21,CMS,CMS ENERGY CORPORATION,2011-12-31,10-K,2014-02-06,161000000.0,,,1003000000.0,6503000000.0,,,,16452000000.0
22,CMS,CMS ENERGY CORPORATION,2011-12-31,10-K,2015-02-05,161000000.0,,,,,,,,
17,CMS,CMS ENERGY CORPORATION,2011-09-30,10-K,2012-02-23,,,139000000.0,316000000.0,1464000000.0,,,,
18,CMS,CMS ENERGY CORPORATION,2011-09-30,10-K,2013-02-21,,,139000000.0,316000000.0,1464000000.0,,,,
15,CMS,CMS ENERGY CORPORATION,2011-06-30,10-K,2012-02-23,,,100000000.0,207000000.0,1364000000.0,,,,
16,CMS,CMS ENERGY CORPORATION,2011-06-30,10-K,2013-02-21,,,100000000.0,207000000.0,1364000000.0,,,,
13,CMS,CMS ENERGY CORPORATION,2011-03-31,10-K,2012-02-23,,,135000000.0,306000000.0,2055000000.0,,,,
14,CMS,CMS ENERGY CORPORATION,2011-03-31,10-K,2013-02-21,,,135000000.0,306000000.0,2055000000.0,,,,
9,CMS,CMS ENERGY CORPORATION,2010-12-31,10-K,2011-02-24,247000000.0,,340000000.0,978000000.0,6432000000.0,,249600000.0,2793000000.0,15616000000.0
10,CMS,CMS ENERGY CORPORATION,2010-12-31,10-K,2012-02-23,247000000.0,7174000000.0,25000000.0,158000000.0,1682000000.0,,249600000.0,2793000000.0,15616000000.0
11,CMS,CMS ENERGY CORPORATION,2010-12-31,10-K,2013-02-21,247000000.0,,340000000.0,978000000.0,6432000000.0,,,,15616000000.0
12,CMS,CMS ENERGY CORPORATION,2010-12-31,10-K,2014-02-06,247000000.0,,,,,,,,
8,CMS,CMS ENERGY CORPORATION,2010-09-30,10-K,2012-02-23,,,145000000.0,319000000.0,1443000000.0,,,,
7,CMS,CMS ENERGY CORPORATION,2010-06-30,10-K,2012-02-23,,,82000000.0,262000000.0,1340000000.0,,,,
6,CMS,CMS ENERGY CORPORATION,2010-03-31,10-K,2012-02-23,,,88000000.0,239000000.0,1967000000.0,,,,
3,CMS,CMS ENERGY CORPORATION,2009-12-31,10-K,2011-02-24,90000000.0,,229000000.0,698000000.0,6205000000.0,,227900000.0,2602000000.0,15256000000.0
4,CMS,CMS ENERGY CORPORATION,2009-12-31,10-K,2012-02-23,90000000.0,,229000000.0,698000000.0,6205000000.0,,,,15256000000.0
5,CMS,CMS ENERGY CORPORATION,2009-12-31,10-K,2013-02-21,90000000.0,,,,,,,,
1,CMS,CMS ENERGY CORPORATION,2008-12-31,10-K,2011-02-24,207000000.0,,295000000.0,794000000.0,6807000000.0,,,,
2,CMS,CMS ENERGY CORPORATION,2008-12-31,10-K,2012-02-23,207000000.0,,,,,,,,
0,CMS,CMS ENERGY CORPORATION,2007-12-31,10-K,2011-02-24,344000000.0,,,,,,,,
