,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,stockholders_equity,total_assets,total_liabilities
35,EQT,EQT CORPORATION,2012-09-30,10-K,2013-02-21,,,,85948000.0,,,,,
36,EQT,EQT CORPORATION,2012-09-30,10-K,2014-02-20,,,,81253000.0,,,,,
33,EQT,EQT CORPORATION,2012-06-30,10-K,2013-02-21,,,,81404000.0,,,,,
34,EQT,EQT CORPORATION,2012-06-30,10-K,2014-02-20,,,,70817000.0,,,,,
31,EQT,EQT CORPORATION,2012-03-31,10-K,2013-02-21,,,,152186000.0,,,,,
32,EQT,EQT CORPORATION,2012-03-31,10-K,2014-02-20,,,,111054000.0,,,,,
27,EQT,EQT CORPORATION,2011-12-31,10-K,2012-02-16,831251000.0,2746942000.0,,172753000.0,,,3593830000.0,8772719000.0,5178889000.0
28,EQT,EQT CORPORATION,2011-12-31,10-K,2013-02-21,831251000.0,2746942000.0,,172753000.0,,,3593830000.0,8772719000.0,5178889000.0
29,EQT,EQT CORPORATION,2011-12-31,10-K,2014-02-20,831251000.0,,,761171000.0,,,,,
30,EQT,EQT CORPORATION,2011-12-31,10-K,2015-02-12,831251000.0,,,,,,,,
25,EQT,EQT CORPORATION,2011-09-30,10-K,2012-02-16,,,,314984000.0,,,,,
26,EQT,EQT CORPORATION,2011-09-30,10-K,2013-02-21,,,,314984000.0,,,,,
23,EQT,EQT CORPORATION,2011-06-30,10-K,2012-02-16,,,,153170000.0,,,,,
24,EQT,EQT CORPORATION,2011-06-30,10-K,2013-02-21,,,,153170000.0,,,,,
21,EQT,EQT CORPORATION,2011-03-31,10-K,2012-02-16,,,,220412000.0,,,,,
22,EQT,EQT CORPORATION,2011-03-31,10-K,2013-02-21,,,,220412000.0,,,,,
18,EQT,EQT CORPORATION,2010-12-31,10-K,2011-02-24,0.0,1949200000.0,,134655000.0,,,,7098438000.0,4019742000.0
19,EQT,EQT CORPORATION,2010-12-31,10-K,2012-02-16,0.0,1949200000.0,,134655000.0,,,3078696000.0,7098438000.0,4019742000.0
20,EQT,EQT CORPORATION,2010-12-31,10-K,2013-02-21,,,,470479000.0,,,,,
16,EQT,EQT CORPORATION,2010-09-30,10-K,2011-02-24,,,,88182000.0,,,,,
17,EQT,EQT CORPORATION,2010-09-30,10-K,2012-02-16,,,,88182000.0,,,,,
14,EQT,EQT CORPORATION,2010-06-30,10-K,2011-02-24,,,,78529000.0,,,,,
15,EQT,EQT CORPORATION,2010-06-30,10-K,2012-02-16,,,,78529000.0,,,,,
12,EQT,EQT CORPORATION,2010-03-31,10-K,2011-02-24,,,,169113000.0,,,,,
13,EQT,EQT CORPORATION,2010-03-31,10-K,2012-02-16,,,,169113000.0,,,,,
9,EQT,EQT CORPORATION,2009-12-31,10-K,2010-02-18,0.0,,,356791000.0,,,,5957257000.0,3806227000.0
10,EQT,EQT CORPORATION,2009-12-31,10-K,2011-02-24,0.0,1949200000.0,,113209000.0,,,,5957257000.0,3806227000.0
11,EQT,EQT CORPORATION,2009-12-31,10-K,2012-02-16,0.0,,,356791000.0,,,2151030000.0,0.0,
8,EQT,EQT CORPORATION,2009-09-30,10-K,2011-02-24,,,,39932000.0,,,,,
7,EQT,EQT CORPORATION,2009-06-30,10-K,2011-02-24,,,,67514000.0,,,,,
6,EQT,EQT CORPORATION,2009-03-31,10-K,2011-02-24,,,,136136000.0,,,,,
3,EQT,EQT CORPORATION,2008-12-31,10-K,2010-02-18,0.0,,,464806000.0,,,,5329662000.0,3279569000.0
4,EQT,EQT CORPORATION,2008-12-31,10-K,2011-02-24,0.0,,,464806000.0,,,,,
5,EQT,EQT CORPORATION,2008-12-31,10-K,2012-02-16,0.0,,,,,,2050093000.0,,
1,EQT,EQT CORPORATION,2007-12-31,10-K,2010-02-18,81711000.0,,,437761000.0,,,,,
2,EQT,EQT CORPORATION,2007-12-31,10-K,2011-02-24,81711000.0,,,,,,,,
0,EQT,EQT CORPORATION,2006-12-31,10-K,2010-02-18,0.0,,,,,,,,
