,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,shares_outstanding,stockholders_equity,total_assets
96,BBY,"BEST BUY CO., INC.",2020-02-01,10-K,2021-03-19,2229000000.0,1271000000.0,1541000000.0,2009000000.0,43638000000.0,256000000.0,3479000000.0,15591000000.0
97,BBY,"BEST BUY CO., INC.",2020-02-01,10-K,2022-03-18,,,1541000000.0,2009000000.0,43638000000.0,,,15591000000.0
94,BBY,"BEST BUY CO., INC.",2019-11-02,10-K,2020-03-23,,,293000000.0,395000000.0,,,,
93,BBY,"BEST BUY CO., INC.",2019-08-03,10-K,2020-03-23,,,238000000.0,313000000.0,,,,
92,BBY,"BEST BUY CO., INC.",2019-05-04,10-K,2020-03-23,,,265000000.0,334000000.0,,,,
89,BBY,"BEST BUY CO., INC.",2019-02-02,10-K,2019-03-28,1980000000.0,,735000000.0,978000000.0,42879000000.0,265703000.0,,12901000000.0
90,BBY,"BEST BUY CO., INC.",2019-02-02,10-K,2020-03-23,1980000000.0,1388000000.0,735000000.0,978000000.0,42879000000.0,265703000.0,3306000000.0,12901000000.0
91,BBY,"BEST BUY CO., INC.",2019-02-02,10-K,2021-03-19,,,1464000000.0,1900000000.0,42879000000.0,,,12901000000.0
87,BBY,"BEST BUY CO., INC.",2018-11-03,10-K,2019-03-28,,,277000000.0,322000000.0,,,,
88,BBY,"BEST BUY CO., INC.",2018-11-03,10-K,2020-03-23,,,277000000.0,322000000.0,,,,
85,BBY,"BEST BUY CO., INC.",2018-08-04,10-K,2019-03-28,,,244000000.0,335000000.0,,,,
86,BBY,"BEST BUY CO., INC.",2018-08-04,10-K,2020-03-23,,,244000000.0,335000000.0,,,,
83,BBY,"BEST BUY CO., INC.",2018-05-05,10-K,2019-03-28,,,208000000.0,265000000.0,,,,
84,BBY,"BEST BUY CO., INC.",2018-05-05,10-K,2020-03-23,,,208000000.0,265000000.0,,,,
80,BBY,"BEST BUY CO., INC.",2018-02-03,10-K,2018-04-02,1101000000.0,,364000000.0,872000000.0,,282988000.0,,13049000000.0
81,BBY,"BEST BUY CO., INC.",2018-02-03,10-K,2019-03-28,1101000000.0,,364000000.0,872000000.0,42151000000.0,282988000.0,,13049000000.0
82,BBY,"BEST BUY CO., INC.",2018-02-03,10-K,2020-03-23,,,1000000000.0,1843000000.0,42151000000.0,,,13049000000.0
78,BBY,"BEST BUY CO., INC.",2017-10-28,10-K,2018-04-02,,,239000000.0,350000000.0,,,,
79,BBY,"BEST BUY CO., INC.",2017-10-28,10-K,2019-03-28,,,239000000.0,350000000.0,,,,
76,BBY,"BEST BUY CO., INC.",2017-07-29,10-K,2018-04-02,,,209000000.0,321000000.0,,,,
77,BBY,"BEST BUY CO., INC.",2017-07-29,10-K,2019-03-28,,,209000000.0,321000000.0,,,,
74,BBY,"BEST BUY CO., INC.",2017-04-29,10-K,2018-04-02,,,188000000.0,300000000.0,,,,
75,BBY,"BEST BUY CO., INC.",2017-04-29,10-K,2019-03-28,,,188000000.0,300000000.0,,,,
71,BBY,"BEST BUY CO., INC.",2017-01-28,10-K,2017-03-24,2240000000.0,1163000000.0,607000000.0,881000000.0,,311108000.0,,13856000000.0
72,BBY,"BEST BUY CO., INC.",2017-01-28,10-K,2018-04-02,2240000000.0,,607000000.0,881000000.0,,311108000.0,,13856000000.0
73,BBY,"BEST BUY CO., INC.",2017-01-28,10-K,2019-03-28,2240000000.0,,1228000000.0,1854000000.0,39403000000.0,,,13856000000.0
69,BBY,"BEST BUY CO., INC.",2016-10-29,10-K,2017-03-24,,,194000000.0,312000000.0,,,,
70,BBY,"BEST BUY CO., INC.",2016-10-29,10-K,2018-04-02,,,194000000.0,312000000.0,,,,
67,BBY,"BEST BUY CO., INC.",2016-07-30,10-K,2017-03-24,,,198000000.0,289000000.0,,,,
68,BBY,"BEST BUY CO., INC.",2016-07-30,10-K,2018-04-02,,,198000000.0,289000000.0,,,,
65,BBY,"BEST BUY CO., INC.",2016-04-30,10-K,2017-03-24,,,229000000.0,372000000.0,,,,
66,BBY,"BEST BUY CO., INC.",2016-04-30,10-K,2018-04-02,,,229000000.0,372000000.0,,,,
62,BBY,"BEST BUY CO., INC.",2016-01-30,10-K,2016-03-23,1976000000.0,1525000000.0,479000000.0,771000000.0,,,4378000000.0,13519000000.0
63,BBY,"BEST BUY CO., INC.",2016-01-30,10-K,2017-03-24,1976000000.0,1525000000.0,479000000.0,771000000.0,,323779000.0,,13519000000.0
64,BBY,"BEST BUY CO., INC.",2016-01-30,10-K,2018-04-02,1976000000.0,,897000000.0,1375000000.0,,,,13519000000.0
60,BBY,"BEST BUY CO., INC.",2015-10-31,10-K,2016-03-23,,,125000000.0,230000000.0,,,,
61,BBY,"BEST BUY CO., INC.",2015-10-31,10-K,2017-03-24,,,125000000.0,230000000.0,,,,
58,BBY,"BEST BUY CO., INC.",2015-08-01,10-K,2016-03-23,,,164000000.0,288000000.0,,,,
59,BBY,"BEST BUY CO., INC.",2015-08-01,10-K,2017-03-24,,,164000000.0,288000000.0,,,,
56,BBY,"BEST BUY CO., INC.",2015-05-02,10-K,2016-03-23,,,129000000.0,86000000.0,,,,
57,BBY,"BEST BUY CO., INC.",2015-05-02,10-K,2017-03-24,,,129000000.0,86000000.0,,,,
53,BBY,"BEST BUY CO., INC.",2015-01-31,10-K,2015-03-31,2432000000.0,1621000000.0,519000000.0,810000000.0,,351468000.0,4995000000.0,15256000000.0
54,BBY,"BEST BUY CO., INC.",2015-01-31,10-K,2016-03-23,2432000000.0,1502000000.0,519000000.0,810000000.0,,323779000.0,4995000000.0,15245000000.0
55,BBY,"BEST BUY CO., INC.",2015-01-31,10-K,2017-03-24,,,1233000000.0,1450000000.0,,,,15245000000.0
51,BBY,"BEST BUY CO., INC.",2014-11-01,10-K,2015-03-31,,,107000000.0,205000000.0,,,,
52,BBY,"BEST BUY CO., INC.",2014-11-01,10-K,2016-03-23,,,107000000.0,205000000.0,,,,
49,BBY,"BEST BUY CO., INC.",2014-08-02,10-K,2015-03-31,,,146000000.0,225000000.0,,,,
50,BBY,"BEST BUY CO., INC.",2014-08-02,10-K,2016-03-23,,,146000000.0,225000000.0,,,,
47,BBY,"BEST BUY CO., INC.",2014-05-03,10-K,2015-03-31,,,461000000.0,210000000.0,,,,
48,BBY,"BEST BUY CO., INC.",2014-05-03,10-K,2016-03-23,,,461000000.0,210000000.0,,,,
46,BBY,"BEST BUY CO., INC.",2014-02-02,10-K,2015-03-31,2678000000.0,,,,,,,
43,BBY,"BEST BUY CO., INC.",2014-02-01,10-K,2014-03-28,2678000000.0,1657000000.0,293000000.0,469000000.0,,346751000.0,3986000000.0,14013000000.0
44,BBY,"BEST BUY CO., INC.",2014-02-01,10-K,2015-03-31,2678000000.0,1657000000.0,293000000.0,452000000.0,,346751000.0,3986000000.0,14013000000.0
45,BBY,"BEST BUY CO., INC.",2014-02-01,10-K,2016-03-23,2678000000.0,,532000000.0,1144000000.0,,351468000.0,,13990000000.0
41,BBY,"BEST BUY CO., INC.",2013-11-02,10-K,2014-03-28,,,54000000.0,90000000.0,,,,
42,BBY,"BEST BUY CO., INC.",2013-11-02,10-K,2015-03-31,,,54000000.0,100000000.0,,,,
39,BBY,"BEST BUY CO., INC.",2013-08-03,10-K,2014-03-28,,,266000000.0,413000000.0,,,,
40,BBY,"BEST BUY CO., INC.",2013-08-03,10-K,2015-03-31,,,266000000.0,405000000.0,,,,
37,BBY,"BEST BUY CO., INC.",2013-05-04,10-K,2014-03-28,,,-81000000.0,168000000.0,,,,
38,BBY,"BEST BUY CO., INC.",2013-05-04,10-K,2015-03-31,,,-81000000.0,187000000.0,,,,
36,BBY,"BEST BUY CO., INC.",2013-02-03,10-K,2015-03-31,1826000000.0,,,,,,,
33,BBY,"BEST BUY CO., INC.",2013-02-02,10-K,2014-03-28,1826000000.0,1700000000.0,-409000000.0,-181000000.0,,338276000.0,3061000000.0,16787000000.0
34,BBY,"BEST BUY CO., INC.",2013-02-02,10-K,2015-03-31,1826000000.0,,-441000000.0,90000000.0,,,,16787000000.0
35,BBY,"BEST BUY CO., INC.",2013-02-02,10-K,2016-03-23,1826000000.0,,,,,,,
32,BBY,"BEST BUY CO., INC.",2012-11-03,10-K,2014-03-28,,,-10000000.0,0.0,,,,
31,BBY,"BEST BUY CO., INC.",2012-08-04,10-K,2014-03-28,,,12000000.0,87000000.0,,,,
30,BBY,"BEST BUY CO., INC.",2012-05-05,10-K,2014-03-28,,,158000000.0,263000000.0,,,,
29,BBY,"BEST BUY CO., INC.",2012-03-04,10-K,2015-03-31,1199000000.0,,,,,,,
27,BBY,"BEST BUY CO., INC.",2012-03-03,10-K,2012-05-01,1199000000.0,1728000000.0,-1698000000.0,69000000.0,,341400000.0,3745000000.0,16005000000.0
28,BBY,"BEST BUY CO., INC.",2012-03-03,10-K,2014-03-28,1199000000.0,,-1231000000.0,2200000000.0,,,,16005000000.0
26,BBY,"BEST BUY CO., INC.",2012-01-31,10-K,2014-03-28,,,-14000000.0,-14000000.0,189000000.0,,,
25,BBY,"BEST BUY CO., INC.",2012-01-28,10-K,2014-03-28,1401000000.0,,-1425000000.0,1898000000.0,,,,
24,BBY,"BEST BUY CO., INC.",2011-11-26,10-K,2012-05-01,,,154000000.0,351000000.0,,,,
23,BBY,"BEST BUY CO., INC.",2011-08-27,10-K,2012-05-01,,,177000000.0,335000000.0,,,,
22,BBY,"BEST BUY CO., INC.",2011-05-28,10-K,2012-05-01,,,136000000.0,330000000.0,,,,
19,BBY,"BEST BUY CO., INC.",2011-02-26,10-K,2011-04-25,1103000000.0,1152000000.0,651000000.0,1005000000.0,,392590000.0,6602000000.0,17849000000.0
20,BBY,"BEST BUY CO., INC.",2011-02-26,10-K,2012-05-01,1103000000.0,1152000000.0,651000000.0,1137000000.0,,392590000.0,6602000000.0,17849000000.0
21,BBY,"BEST BUY CO., INC.",2011-02-26,10-K,2014-03-28,1103000000.0,,,,,,,
18,BBY,"BEST BUY CO., INC.",2011-01-31,10-K,2014-03-28,,,-33000000.0,-1000000.0,249000000.0,,,
16,BBY,"BEST BUY CO., INC.",2010-11-27,10-K,2011-04-25,,,217000000.0,385000000.0,,,,
17,BBY,"BEST BUY CO., INC.",2010-11-27,10-K,2012-05-01,,,217000000.0,433000000.0,,,,
14,BBY,"BEST BUY CO., INC.",2010-08-28,10-K,2011-04-25,,,254000000.0,411000000.0,,,,
15,BBY,"BEST BUY CO., INC.",2010-08-28,10-K,2012-05-01,,,254000000.0,456000000.0,,,,
12,BBY,"BEST BUY CO., INC.",2010-05-29,10-K,2011-04-25,,,155000000.0,313000000.0,,,,
13,BBY,"BEST BUY CO., INC.",2010-05-29,10-K,2012-05-01,,,155000000.0,348000000.0,,,,
9,BBY,"BEST BUY CO., INC.",2010-02-27,10-K,2010-04-28,1826000000.0,,1317000000.0,2235000000.0,,418815000.0,6320000000.0,18302000000.0
10,BBY,"BEST BUY CO., INC.",2010-02-27,10-K,2011-04-25,1826000000.0,1139000000.0,779000000.0,1283000000.0,,418815000.0,6320000000.0,18302000000.0
11,BBY,"BEST BUY CO., INC.",2010-02-27,10-K,2012-05-01,1826000000.0,,1317000000.0,2368000000.0,,,,18302000000.0
8,BBY,"BEST BUY CO., INC.",2009-11-28,10-K,2011-04-25,,,227000000.0,376000000.0,,,,
7,BBY,"BEST BUY CO., INC.",2009-08-29,10-K,2011-04-25,,,158000000.0,280000000.0,,,,
6,BBY,"BEST BUY CO., INC.",2009-05-30,10-K,2011-04-25,,,153000000.0,296000000.0,,,,
3,BBY,"BEST BUY CO., INC.",2009-02-28,10-K,2010-04-28,498000000.0,,1003000000.0,1870000000.0,,413684000.0,4643000000.0,15826000000.0
4,BBY,"BEST BUY CO., INC.",2009-02-28,10-K,2011-04-25,498000000.0,,1003000000.0,1870000000.0,,,,15826000000.0
5,BBY,"BEST BUY CO., INC.",2009-02-28,10-K,2012-05-01,498000000.0,,,,,,,
1,BBY,"BEST BUY CO., INC.",2008-03-01,10-K,2010-04-28,1438000000.0,,1407000000.0,2161000000.0,,,,
2,BBY,"BEST BUY CO., INC.",2008-03-01,10-K,2011-04-25,1438000000.0,,,,,,,
0,BBY,"BEST BUY CO., INC.",2007-03-03,10-K,2010-04-28,1205000000.0,,,,,,,
