,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,shares_outstanding,stockholders_equity,total_assets
98,AEE,AMEREN CORPORATION,2018-12-31,10-K,2019-02-26,16000000.0,8509000000.0,,166000000.0,1419000000.0,244500000.0,7631000000.0,27215000000.0
99,AEE,AMEREN CORPORATION,2018-12-31,10-K,2020-02-28,16000000.0,,,166000000.0,,244500000.0,7631000000.0,27215000000.0
100,AEE,AMEREN CORPORATION,2018-12-31,10-K,2021-02-22,,,,1357000000.0,,244500000.0,,
101,AEE,AMEREN CORPORATION,2018-12-31,10-K,2022-02-23,,,,,,244500000.0,,
96,AEE,AMEREN CORPORATION,2018-09-30,10-K,2019-02-26,,,,533000000.0,1724000000.0,,,
97,AEE,AMEREN CORPORATION,2018-09-30,10-K,2020-02-28,,,,533000000.0,,,,
94,AEE,AMEREN CORPORATION,2018-06-30,10-K,2019-02-26,,,,385000000.0,1563000000.0,,,
95,AEE,AMEREN CORPORATION,2018-06-30,10-K,2020-02-28,,,,385000000.0,,,,
92,AEE,AMEREN CORPORATION,2018-03-31,10-K,2019-02-26,,,,273000000.0,1585000000.0,,,
93,AEE,AMEREN CORPORATION,2018-03-31,10-K,2020-02-28,,,,273000000.0,,,,
88,AEE,AMEREN CORPORATION,2017-12-31,10-K,2018-02-28,10000000.0,7995000000.0,-60000000.0,225000000.0,1402000000.0,242600000.0,7184000000.0,25945000000.0
89,AEE,AMEREN CORPORATION,2017-12-31,10-K,2019-02-26,10000000.0,,,212000000.0,1399000000.0,242600000.0,7184000000.0,25945000000.0
90,AEE,AMEREN CORPORATION,2017-12-31,10-K,2020-02-28,,,,1410000000.0,,242600000.0,,
91,AEE,AMEREN CORPORATION,2017-12-31,10-K,2021-02-22,,,,,,242600000.0,,
86,AEE,AMEREN CORPORATION,2017-09-30,10-K,2018-02-28,,,288000000.0,581000000.0,1723000000.0,,,
87,AEE,AMEREN CORPORATION,2017-09-30,10-K,2019-02-26,,,,569000000.0,1723000000.0,,,
84,AEE,AMEREN CORPORATION,2017-06-30,10-K,2018-02-28,,,193000000.0,398000000.0,1538000000.0,,,
85,AEE,AMEREN CORPORATION,2017-06-30,10-K,2019-02-26,,,,387000000.0,1537000000.0,,,
82,AEE,AMEREN CORPORATION,2017-03-31,10-K,2018-02-28,,,102000000.0,254000000.0,1514000000.0,,,
83,AEE,AMEREN CORPORATION,2017-03-31,10-K,2019-02-26,,,,242000000.0,1515000000.0,,,
78,AEE,AMEREN CORPORATION,2016-12-31,10-K,2017-02-28,9000000.0,7326000000.0,32000000.0,145000000.0,1356000000.0,242600000.0,7103000000.0,24699000000.0
79,AEE,AMEREN CORPORATION,2016-12-31,10-K,2018-02-28,9000000.0,,32000000.0,145000000.0,1356000000.0,242600000.0,7103000000.0,24699000000.0
80,AEE,AMEREN CORPORATION,2016-12-31,10-K,2019-02-26,,,,1322000000.0,6076000000.0,242600000.0,,
81,AEE,AMEREN CORPORATION,2016-12-31,10-K,2020-02-28,,,,,,242600000.0,,
76,AEE,AMEREN CORPORATION,2016-09-30,10-K,2017-02-28,,,369000000.0,691000000.0,1859000000.0,,,
77,AEE,AMEREN CORPORATION,2016-09-30,10-K,2018-02-28,,,369000000.0,691000000.0,1859000000.0,,,
74,AEE,AMEREN CORPORATION,2016-06-30,10-K,2017-02-28,,,147000000.0,325000000.0,1427000000.0,,,
75,AEE,AMEREN CORPORATION,2016-06-30,10-K,2018-02-28,,,147000000.0,325000000.0,1427000000.0,,,
72,AEE,AMEREN CORPORATION,2016-03-31,10-K,2017-02-28,,,105000000.0,220000000.0,1434000000.0,,,
73,AEE,AMEREN CORPORATION,2016-03-31,10-K,2018-02-28,,,105000000.0,220000000.0,1434000000.0,,,
68,AEE,AMEREN CORPORATION,2015-12-31,10-K,2016-02-26,292000000.0,7331000000.0,29000000.0,140000000.0,1308000000.0,242600000.0,6946000000.0,23640000000.0
69,AEE,AMEREN CORPORATION,2015-12-31,10-K,2017-02-28,292000000.0,,29000000.0,140000000.0,1308000000.0,242600000.0,6946000000.0,23640000000.0
70,AEE,AMEREN CORPORATION,2015-12-31,10-K,2018-02-28,292000000.0,,630000000.0,1259000000.0,6098000000.0,242600000.0,,
71,AEE,AMEREN CORPORATION,2015-12-31,10-K,2019-02-26,,,,,,242600000.0,,
66,AEE,AMEREN CORPORATION,2015-09-30,10-K,2016-02-26,,,343000000.0,626000000.0,1833000000.0,,,
67,AEE,AMEREN CORPORATION,2015-09-30,10-K,2017-02-28,,,343000000.0,626000000.0,1833000000.0,,,
64,AEE,AMEREN CORPORATION,2015-06-30,10-K,2016-02-26,,,150000000.0,237000000.0,1401000000.0,,,
65,AEE,AMEREN CORPORATION,2015-06-30,10-K,2017-02-28,,,150000000.0,237000000.0,1401000000.0,,,
62,AEE,AMEREN CORPORATION,2015-03-31,10-K,2016-02-26,,,108000000.0,256000000.0,1556000000.0,,,
63,AEE,AMEREN CORPORATION,2015-03-31,10-K,2017-02-28,,,108000000.0,256000000.0,1556000000.0,,,
58,AEE,AMEREN CORPORATION,2014-12-31,10-K,2015-03-02,5000000.0,6251000000.0,48000000.0,125000000.0,1370000000.0,242600000.0,6713000000.0,22676000000.0
59,AEE,AMEREN CORPORATION,2014-12-31,10-K,2016-02-26,5000000.0,,48000000.0,125000000.0,1370000000.0,242600000.0,6713000000.0,22289000000.0
60,AEE,AMEREN CORPORATION,2014-12-31,10-K,2017-02-28,5000000.0,,586000000.0,1254000000.0,6053000000.0,242600000.0,,
61,AEE,AMEREN CORPORATION,2014-12-31,10-K,2018-02-28,5000000.0,,,,,,,
56,AEE,AMEREN CORPORATION,2014-09-30,10-K,2015-03-02,,,293000000.0,561000000.0,1670000000.0,,,
57,AEE,AMEREN CORPORATION,2014-09-30,10-K,2016-02-26,,,293000000.0,561000000.0,1670000000.0,,,
54,AEE,AMEREN CORPORATION,2014-06-30,10-K,2015-03-02,,,149000000.0,322000000.0,1419000000.0,,,
55,AEE,AMEREN CORPORATION,2014-06-30,10-K,2016-02-26,,,149000000.0,322000000.0,1419000000.0,,,
52,AEE,AMEREN CORPORATION,2014-03-31,10-K,2015-03-02,,,96000000.0,246000000.0,1594000000.0,,,
53,AEE,AMEREN CORPORATION,2014-03-31,10-K,2016-02-26,,,96000000.0,246000000.0,1594000000.0,,,
48,AEE,AMEREN CORPORATION,2013-12-31,10-K,2014-03-03,30000000.0,6048000000.0,37000000.0,171000000.0,1322000000.0,242600000.0,6544000000.0,21042000000.0
49,AEE,AMEREN CORPORATION,2013-12-31,10-K,2015-03-02,30000000.0,,37000000.0,171000000.0,1322000000.0,242600000.0,6544000000.0,21042000000.0
50,AEE,AMEREN CORPORATION,2013-12-31,10-K,2016-02-26,30000000.0,,289000000.0,1184000000.0,5838000000.0,242600000.0,,
51,AEE,AMEREN CORPORATION,2013-12-31,10-K,2017-02-28,30000000.0,,,,,,,
46,AEE,AMEREN CORPORATION,2013-09-30,10-K,2014-03-03,,,302000000.0,567000000.0,1638000000.0,,,
47,AEE,AMEREN CORPORATION,2013-09-30,10-K,2015-03-02,,,302000000.0,567000000.0,1638000000.0,,,
44,AEE,AMEREN CORPORATION,2013-06-30,10-K,2014-03-03,,,95000000.0,261000000.0,1403000000.0,,,
45,AEE,AMEREN CORPORATION,2013-06-30,10-K,2015-03-02,,,95000000.0,261000000.0,1403000000.0,,,
42,AEE,AMEREN CORPORATION,2013-03-31,10-K,2014-03-03,,,-145000000.0,185000000.0,1475000000.0,,,
43,AEE,AMEREN CORPORATION,2013-03-31,10-K,2015-03-02,,,-145000000.0,185000000.0,1475000000.0,,,
38,AEE,AMEREN CORPORATION,2012-12-31,10-K,2013-03-01,209000000.0,6992000000.0,-1156000000.0,-1816000000.0,1509000000.0,242600000.0,6616000000.0,21835000000.0
39,AEE,AMEREN CORPORATION,2012-12-31,10-K,2014-03-03,184000000.0,,-1156000000.0,112000000.0,1258000000.0,242600000.0,6616000000.0,22230000000.0
40,AEE,AMEREN CORPORATION,2012-12-31,10-K,2015-03-02,184000000.0,,-974000000.0,1188000000.0,5781000000.0,242600000.0,,
41,AEE,AMEREN CORPORATION,2012-12-31,10-K,2016-02-26,209000000.0,,,,,,,
36,AEE,AMEREN CORPORATION,2012-09-30,10-K,2013-03-01,,,374000000.0,635000000.0,2001000000.0,,,
37,AEE,AMEREN CORPORATION,2012-09-30,10-K,2014-03-03,,,374000000.0,570000000.0,1709000000.0,,,
34,AEE,AMEREN CORPORATION,2012-06-30,10-K,2013-03-01,,,211000000.0,363000000.0,1660000000.0,,,
35,AEE,AMEREN CORPORATION,2012-06-30,10-K,2014-03-03,,,211000000.0,347000000.0,1402000000.0,,,
32,AEE,AMEREN CORPORATION,2012-03-31,10-K,2013-03-01,,,-403000000.0,-422000000.0,1658000000.0,,,
33,AEE,AMEREN CORPORATION,2012-03-31,10-K,2014-03-03,,,-403000000.0,159000000.0,1412000000.0,,,
29,AEE,AMEREN CORPORATION,2011-12-31,10-K,2012-02-28,255000000.0,6866000000.0,25000000.0,148000000.0,1578000000.0,242600000.0,7919000000.0,23645000000.0
30,AEE,AMEREN CORPORATION,2011-12-31,10-K,2013-03-01,255000000.0,,25000000.0,148000000.0,1578000000.0,242600000.0,7919000000.0,23645000000.0
31,AEE,AMEREN CORPORATION,2011-12-31,10-K,2014-03-03,248000000.0,,519000000.0,1033000000.0,6148000000.0,242600000.0,,
27,AEE,AMEREN CORPORATION,2011-09-30,10-K,2012-02-28,,,285000000.0,550000000.0,2268000000.0,,,
28,AEE,AMEREN CORPORATION,2011-09-30,10-K,2013-03-01,,,285000000.0,550000000.0,2268000000.0,,,
25,AEE,AMEREN CORPORATION,2011-06-30,10-K,2012-02-28,,,138000000.0,316000000.0,1781000000.0,,,
26,AEE,AMEREN CORPORATION,2011-06-30,10-K,2013-03-01,,,138000000.0,316000000.0,1781000000.0,,,
23,AEE,AMEREN CORPORATION,2011-03-31,10-K,2012-02-28,,,71000000.0,227000000.0,1904000000.0,,,
24,AEE,AMEREN CORPORATION,2011-03-31,10-K,2013-03-01,,,71000000.0,227000000.0,1904000000.0,,,
19,AEE,AMEREN CORPORATION,2010-12-31,10-K,2011-02-24,545000000.0,425000000.0,52000000.0,198000000.0,1706000000.0,240400000.0,7730000000.0,23515000000.0
20,AEE,AMEREN CORPORATION,2010-12-31,10-K,2012-02-28,545000000.0,,52000000.0,198000000.0,1706000000.0,240400000.0,7730000000.0,23511000000.0
21,AEE,AMEREN CORPORATION,2010-12-31,10-K,2013-03-01,545000000.0,,139000000.0,916000000.0,7638000000.0,240400000.0,,23511000000.0
22,AEE,AMEREN CORPORATION,2010-12-31,10-K,2014-03-03,,,,,,240400000.0,,
17,AEE,AMEREN CORPORATION,2010-09-30,10-K,2011-02-24,,,-167000000.0,89000000.0,2267000000.0,,,
18,AEE,AMEREN CORPORATION,2010-09-30,10-K,2012-02-28,,,-167000000.0,89000000.0,2267000000.0,,,
15,AEE,AMEREN CORPORATION,2010-06-30,10-K,2011-02-24,,,152000000.0,331000000.0,1725000000.0,,,
16,AEE,AMEREN CORPORATION,2010-06-30,10-K,2012-02-28,,,152000000.0,331000000.0,1725000000.0,,,
13,AEE,AMEREN CORPORATION,2010-03-31,10-K,2011-02-24,,,102000000.0,298000000.0,1940000000.0,,,
14,AEE,AMEREN CORPORATION,2010-03-31,10-K,2012-02-28,,,102000000.0,298000000.0,1940000000.0,,,
9,AEE,AMEREN CORPORATION,2009-12-31,10-K,2010-02-26,622000000.0,,612000000.0,1416000000.0,7090000000.0,237400000.0,7853000000.0,23790000000.0
10,AEE,AMEREN CORPORATION,2009-12-31,10-K,2011-02-24,622000000.0,,79000000.0,245000000.0,1684000000.0,237400000.0,7856000000.0,23702000000.0
11,AEE,AMEREN CORPORATION,2009-12-31,10-K,2012-02-28,622000000.0,,612000000.0,1416000000.0,7135000000.0,237400000.0,,23702000000.0
12,AEE,AMEREN CORPORATION,2009-12-31,10-K,2013-03-01,622000000.0,,,,,237400000.0,,
8,AEE,AMEREN CORPORATION,2009-09-30,10-K,2011-02-24,,,227000000.0,485000000.0,1824000000.0,,,
7,AEE,AMEREN CORPORATION,2009-06-30,10-K,2011-02-24,,,165000000.0,365000000.0,1696000000.0,,,
6,AEE,AMEREN CORPORATION,2009-03-31,10-K,2011-02-24,,,141000000.0,321000000.0,1931000000.0,,,
3,AEE,AMEREN CORPORATION,2008-12-31,10-K,2010-02-26,92000000.0,,605000000.0,1362000000.0,7839000000.0,212300000.0,6963000000.0,22671000000.0
4,AEE,AMEREN CORPORATION,2008-12-31,10-K,2011-02-24,92000000.0,,605000000.0,1362000000.0,7869000000.0,,,
5,AEE,AMEREN CORPORATION,2008-12-31,10-K,2012-02-28,92000000.0,,,,,212300000.0,,
1,AEE,AMEREN CORPORATION,2007-12-31,10-K,2010-02-26,355000000.0,,618000000.0,1359000000.0,7562000000.0,,,
2,AEE,AMEREN CORPORATION,2007-12-31,10-K,2011-02-24,355000000.0,,,,,,,
0,AEE,AMEREN CORPORATION,2006-12-31,10-K,2010-02-26,137000000.0,,,,,,,
